Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Blue Home,Cash Discount,Cigna,First Health,Humana,Humana Medicare Advantage,MedCost PPO,MedCost Ultra,Tricare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Caldwell UNC Health Care","HC CHEMODNRVTN ADDTL EXTR 1-4MUSC","64643","$294.00","$59.81","$235.20","$182.28","$71.77","$177.31","$131.92","$176.40","$190.22","$208.74","$235.20","$73.17","$178.16","$194.04","$59.81","$158.76","$70.71","$71.77"
"Caldwell UNC Health Care","HC CHEMODNRVTN ADDTL EXTR 5+MUSC","64645","$820.00","$68.65","$656.00","$508.40","$82.38","$497.25","$369.90","$492.00","$530.54","$582.20","$656.00","$83.99","$496.92","$541.20","$68.65","$442.80","$81.16","$82.38"
"Caldwell UNC Health Care","HC CHEMODNRVTN TRUNK 1-5MUSCLES","64646","$1,092.00","$53.00","$873.60","$677.04","$626.65","$658.59","$489.98","$655.20","$53.00","$775.32","$873.60","$638.94","$661.75","$720.72","$522.21","$589.68","$582.65","$626.65"
"Caldwell UNC Health Care","HC CHEMODENERVATION MUSCLE(S) BILATERAL FACIAL,TRIGEMINAL,CERVICAL ACCESSORY NERVE(S)","64615","$636.00","$53.00","$508.80","$394.32","$247.65","$383.57","$285.37","$381.60","$53.00","$451.56","$508.80","$252.51","$385.42","$419.76","$206.38","$343.44","$244.01","$247.65"
"Caldwell UNC Health Care","HC CHEMODENERVATION MUSCLE(S) FACIAL NERVE UNILATERAL","64612","$96.00","$43.08","$116.03","$59.52","$96.00","$57.90","$43.08","$57.60","$62.11","$68.16","$76.80","$96.00","$58.18","$63.36","$67.20","$51.84","$96.00","$116.03"
"Caldwell UNC Health Care","HC INJ DIAG OR THEP INC NDL PLCE C/T WO GUID","62320","$2,512.00","$493.49","$1,783.52","$1,557.44","$592.18","$1,514.99","$1,127.13","$1,507.20","$1,625.26","$1,783.52","$1,620.00","$603.79","$1,522.27","$1,657.92","$493.49","$1,356.48","$582.65","$592.18"
"Caldwell UNC Health Care","HC INJ DIAG OR THEP INC NDL PLCE C/T  W GUID","62321","$3,589.00","$492.78","$2,548.19","$2,225.18","$591.34","$2,164.53","$1,610.38","$2,153.40","$2,322.08","$2,548.19","$1,620.00","$602.94","$2,174.93","$2,368.74","$492.78","$1,938.06","$582.65","$591.34"
"Caldwell UNC Health Care","HC INJ DIAG OR THEP INC NDL PLCE  L/S WO GUID","62322","$2,512.00","$493.49","$1,783.52","$1,557.44","$592.18","$1,514.99","$1,127.13","$1,507.20","$1,625.26","$1,783.52","$1,620.00","$603.79","$1,522.27","$1,657.92","$493.49","$1,356.48","$582.65","$592.18"
"Caldwell UNC Health Care","HC INJ DIAG OR THEP INC NDL PLCE L/S W GUID","62323","$3,589.00","$492.78","$2,548.19","$2,225.18","$591.34","$2,164.53","$1,610.38","$2,153.40","$2,322.08","$2,548.19","$1,620.00","$602.94","$2,174.93","$2,368.74","$492.78","$1,938.06","$582.65","$591.34"
"Caldwell UNC Health Care","HC INJ INC INDWELL CATH PLCE CONT FLW L/S W GUID","62327","$1,221.00","$547.86","$976.80","$757.02","$768.26","$736.39","$547.86","$732.60","$789.99","$866.91","$976.80","$783.32","$739.93","$805.86","$640.21","$659.34","$756.96","$768.26"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, GREATER OCCIPITAL NERVE","64405","$1,338.00","$206.38","$1,070.40","$829.56","$247.65","$811.36","$603.57","$802.80","$865.69","$949.98","$1,070.40","$252.51","$810.83","$883.08","$206.38","$722.52","$244.01","$247.65"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, SUPRASCAPULAR NERVE","64418","$652.00","$294.12","$603.79","$404.24","$592.18","$395.37","$294.12","$391.20","$421.84","$462.92","$521.60","$603.79","$395.11","$430.32","$456.40","$352.08","$582.65","$592.18"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, INTERCOSTAL NERVE, SINGLE LEVEL","64420","$749.00","$337.87","$602.94","$464.38","$591.34","$454.19","$337.87","$449.40","$484.60","$531.79","$599.20","$602.94","$453.89","$494.34","$492.78","$404.46","$582.65","$591.34"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, INTERCOSTAL NERVE, EA ADD'L LEVEL","64421","$1,628.00","$640.21","$1,302.40","$1,009.36","$768.26","$987.22","$734.39","$976.80","$1,053.32","$1,155.88","$1,302.40","$783.32","$986.57","$1,074.48","$640.21","$879.12","$756.96","$768.26"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, ILIOINGUINAL, ILIOHYPOGASTRIC NERVES","64425","$502.00","$226.45","$622.02","$311.24","$502.00","$304.41","$226.45","$301.20","$324.79","$356.42","$401.60","$502.00","$304.21","$331.32","$351.40","$271.08","$502.00","$622.02"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, FEMORAL NERVE","64447","$652.00","$294.12","$629.89","$404.24","$617.77","$395.37","$294.12","$391.20","$421.84","$462.92","$521.60","$629.89","$395.11","$430.32","$456.40","$352.08","$582.65","$617.77"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, LUMBAR PLEXUS POST APPROACH CONT INF BY CATH INCLD PLMT","64449","$1,274.00","$52.73","$1,019.20","$789.88","$63.27","$772.55","$574.70","$764.40","$824.28","$904.54","$1,019.20","$64.51","$772.04","$840.84","$52.73","$687.96","$62.34","$63.27"
"Caldwell UNC Health Care","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, OTH PERIPHERAL NERVE/BRANCH","64450","$2,289.00","$492.78","$1,625.19","$1,419.18","$591.34","$1,388.05","$1,032.57","$1,373.40","$1,480.98","$1,625.19","$1,620.00","$602.94","$1,387.13","$1,510.74","$492.78","$1,236.06","$582.65","$591.34"
"Caldwell UNC Health Care","HC INJ AA/STEROID NERVES SI JOINT INCLD IMG GUIDANCE","64451","$1,250.00","$493.49","$1,000.00","$775.00","$592.18","$758.00","$563.88","$750.00","$808.75","$887.50","$1,000.00","$603.79","$757.50","$825.00","$493.49","$675.00","$582.65","$592.18"
"Caldwell UNC Health Care","HC INJ AA/STEROID GENICULAR NERVE BRANCHES INCLD IMG GUIDANCE","64454","$1,250.00","$493.49","$1,000.00","$775.00","$626.65","$758.00","$563.88","$750.00","$808.75","$887.50","$1,000.00","$603.79","$757.50","$825.00","$493.49","$675.00","$582.65","$592.18"
"Caldwell UNC Health Care","HC DESTRUCTION NEUROLYTIC AGENT GENICULAR NERVE INCLD IMG GUIDANCE","64624","$3,438.00","$1,357.45","$2,440.98","$2,131.56","$1,628.94","$2,084.80","$1,550.88","$2,062.80","$2,224.39","$2,440.98","$1,620.00","$1,660.88","$2,083.43","$2,269.08","$1,357.45","$1,856.52","$1,602.71","$1,628.94"
"Caldwell UNC Health Care","HC RF ABLATION NERVE SI JOINT INCLD CT/FLUORO GUIDANCE","64625","$3,438.00","$1,357.45","$2,440.98","$2,131.56","$1,628.94","$2,084.80","$1,550.88","$2,062.80","$2,224.39","$2,440.98","$1,620.00","$1,660.88","$2,083.43","$2,269.08","$1,357.45","$1,856.52","$1,602.71","$1,628.94"
"Caldwell UNC Health Care","HC HYPERBARIC OXYGEN TX FBC 30MIN","G0277","$400.00","$90.71","$320.00","$248.00","$108.85","$233.28","$173.56","$240.00","$258.80","$284.00","$320.00","$110.99","$242.40","$264.00","$90.71","$216.00","$107.25","$108.85"
"Caldwell UNC Health Care","HC ARTERIAL PUNCT DRAW BLD FOR DX","36600","$93.00","$40.35","$103.15","$57.66","$93.00","$54.24","$40.35","$55.80","$53.00","$66.03","$74.40","$93.00","$56.36","$61.38","$65.10","$50.22","$93.00","$103.15"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 6","","$2,553.00","$500.00","$1,812.63","$1,582.86","$620.38","$1,123.06","$835.60","$1,531.80","$1,651.79","$1,812.63","$500.00","$0.00","$1,547.12","$1,684.98","$0.00","$1,378.62","$0.00","$0.00"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 5","","$1,458.00","$354.29","$1,035.18","$903.96","$354.29","$641.37","$477.20","$874.80","$943.33","$1,035.18","$500.00","$0.00","$883.55","$962.28","$0.00","$787.32","$0.00","$0.00"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 4","","$1,034.00","$251.26","$734.14","$641.08","$251.26","$454.86","$338.43","$620.40","$669.00","$734.14","$500.00","$0.00","$626.60","$682.44","$0.00","$558.36","$0.00","$0.00"
"Caldwell UNC Health Care","HC DEBRID TISSUE/SKIN 1ST 20SQCM","11042","$885.00","$251.90","$708.00","$548.70","$302.28","$533.74","$397.10","$531.00","$572.60","$628.35","$708.00","$308.21","$536.31","$584.10","$251.90","$477.90","$297.83","$302.28"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 3","","$820.00","$199.26","$582.20","$508.40","$199.26","$360.72","$268.39","$492.00","$530.54","$582.20","$500.00","$0.00","$496.92","$541.20","$0.00","$442.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 2","","$589.00","$143.13","$471.20","$365.18","$143.13","$259.10","$192.78","$353.40","$381.08","$418.19","$471.20","$0.00","$356.93","$388.74","$0.00","$318.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC ED PROCEDURE LEVEL 1","","$334.00","$81.16","$267.20","$207.08","$81.16","$146.93","$109.32","$200.40","$216.10","$237.14","$267.20","$0.00","$202.40","$220.44","$0.00","$180.36","$0.00","$0.00"
"Caldwell UNC Health Care","HC ED VISIT LEVEL 1","99281","$391.00","$59.94","$312.80","$242.42","$71.93","$172.00","$127.97","$234.60","$284.00","$277.61","$312.80","$73.34","$236.95","$258.06","$59.94","$205.00","$64.90","$71.93"
"Caldwell UNC Health Care","HC ED VISIT LEVEL 2","99282","$621.00","$110.17","$496.80","$385.02","$132.20","$273.18","$203.25","$372.60","$284.00","$440.91","$496.80","$134.80","$376.33","$409.86","$110.17","$333.00","$119.28","$132.20"
"Caldwell UNC Health Care","HC ED VISIT LEVEL 3","99283","$1,150.00","$176.08","$816.50","$713.00","$211.30","$505.89","$376.40","$690.00","$744.05","$816.50","$500.00","$215.44","$696.90","$759.00","$176.08","$751.00","$208.19","$211.30"
"Caldwell UNC Health Care","HC ED VISIT LEVEL 4","99284","$1,415.00","$277.35","$1,004.65","$877.30","$332.82","$622.46","$463.13","$849.00","$915.51","$1,004.65","$500.00","$339.34","$857.49","$933.90","$277.35","$764.10","$327.92","$332.82"
"Caldwell UNC Health Care","HC ED VISIT LEVEL 5","99285","$1,806.00","$397.75","$1,282.26","$1,119.72","$477.30","$794.46","$591.10","$1,083.60","$1,168.48","$1,282.26","$500.00","$486.66","$1,094.44","$1,191.96","$397.75","$975.24","$470.28","$477.30"
"Caldwell UNC Health Care","HC ED CRITICAL CARE - 1ST 30-74 MIN","99291","$1,032.00","$337.77","$732.72","$639.84","$630.71","$453.98","$337.77","$619.20","$667.70","$732.72","$500.00","$643.07","$625.39","$681.12","$525.59","$557.28","$621.43","$630.71"
"Caldwell UNC Health Care","HC ED CRITICAL CARE EACH ADDL 30 MIN","99292","$516.00","$93.11","$412.80","$319.92","$111.73","$226.99","$168.89","$309.60","$333.85","$366.36","$412.80","$113.92","$312.70","$340.56","$93.11","$278.64","$110.09","$111.73"
"Caldwell UNC Health Care","HC CARDIOPULMONARY RESUSCITATION","92950","$284.00","$123.23","$256.81","$176.08","$251.87","$165.63","$123.23","$170.40","$183.75","$201.64","$227.20","$256.81","$172.10","$187.44","$198.80","$153.36","$235.93","$251.87"
"Caldwell UNC Health Care","HC ED TELEPSYCH ORIGINATING SITE FACILITY FEE","Q3014","$149.00","$22.65","$119.20","$92.38","$27.18","$65.55","$48.77","$89.40","$96.40","$105.79","$119.20","$27.72","$90.29","$98.34","$22.65","$80.46","$26.78","$27.18"
"Caldwell UNC Health Care","HC MODERATE SEDATION, INITIAL 15 MINUTES YOUNGER THAN 5 YEARS OF AGE","99151","$790.00","$19.75","$632.00","$489.80","$23.70","$450.54","$335.20","$474.00","$511.13","$560.90","$632.00","$24.17","$478.74","$521.40","$19.75","$426.60","$23.36","$23.70"
"Caldwell UNC Health Care","HC MODERATE SEDATION, INITIAL 15 MINUTES 5 YEARS OF AGE OR OLDER","99152","$568.00","$10.33","$454.40","$352.16","$12.39","$323.93","$241.00","$340.80","$367.50","$403.28","$454.40","$12.64","$344.21","$374.88","$10.33","$306.72","$12.21","$12.39"
"Caldwell UNC Health Care","HC MODERATE SEDATION, EACH ADDITIONAL 15 MINUTES","99153","$142.00","$8.51","$113.60","$88.04","$10.21","$80.98","$60.25","$85.20","$91.87","$100.82","$113.60","$10.41","$86.05","$93.72","$8.51","$76.68","$10.06","$10.21"
"Caldwell UNC Health Care","HC STRESS ECHO W CONTINUOUS EKG WO CONT","93351","$1,028.00","$379.67","$822.40","$637.36","$455.61","$618.75","$460.34","$616.80","$665.12","$729.88","$822.40","$464.54","$622.97","$678.48","$379.67","$555.12","$448.91","$455.61"
"Caldwell UNC Health Care","HC NEW PATIENT LEVEL 1","99201","$202.00","$91.12","$161.60","$125.24","$109.68","$122.49","$91.12","$121.20","$130.69","$143.42","$161.60","$111.83","$122.41","$133.32","$91.40","$109.08","$108.07","$109.68"
"Caldwell UNC Health Care","HC NEW PATIENT LEVEL 3","99203","$580.00","$91.40","$464.00","$359.60","$109.68","$351.71","$261.64","$348.00","$375.26","$411.80","$464.00","$111.83","$351.48","$382.80","$91.40","$313.20","$108.07","$109.68"
"Caldwell UNC Health Care","HC NEW PATIENT LEVEL 4","99204","$698.00","$91.40","$558.40","$432.76","$109.68","$423.27","$314.87","$418.80","$451.61","$495.58","$558.40","$111.83","$422.99","$460.68","$91.40","$376.92","$108.07","$109.68"
"Caldwell UNC Health Care","HC NEW PATIENT LEVEL 5","99205","$934.00","$91.40","$747.20","$579.08","$109.68","$566.38","$421.33","$560.40","$604.30","$663.14","$747.20","$111.83","$566.00","$616.44","$91.40","$504.36","$108.07","$109.68"
"Caldwell UNC Health Care","HC ESTABLISHED PATIENT LEVEL 1","99211","$76.00","$34.28","$109.68","$47.12","$76.00","$46.09","$34.28","$45.60","$49.17","$53.96","$60.80","$76.00","$46.06","$50.16","$53.20","$41.04","$76.00","$109.68"
"Caldwell UNC Health Care","HC ESTABLISHED PATIENT LEVEL 2","99212","$193.00","$87.06","$154.40","$119.66","$109.68","$117.04","$87.06","$115.80","$124.87","$137.03","$154.40","$111.83","$116.96","$127.38","$91.40","$104.22","$108.07","$109.68"
"Caldwell UNC Health Care","HC ESTABLISHED PATIENT LEVEL 3","99213","$387.00","$91.40","$309.60","$239.94","$109.68","$234.68","$174.58","$232.20","$250.39","$274.77","$309.60","$111.83","$234.52","$255.42","$91.40","$208.98","$108.07","$109.68"
"Caldwell UNC Health Care","HC ESTABLISHED PATIENT LEVEL 4","99214","$597.00","$91.40","$477.60","$370.14","$109.68","$362.02","$269.31","$358.20","$386.26","$423.87","$477.60","$111.83","$361.78","$394.02","$91.40","$322.38","$108.07","$109.68"
"Caldwell UNC Health Care","HC ESTABLISHED PATIENT LEVEL 5","99215","$841.00","$91.40","$672.80","$521.42","$109.68","$509.98","$379.38","$504.60","$544.13","$597.11","$672.80","$111.83","$509.65","$555.06","$91.40","$454.14","$108.07","$109.68"
"Caldwell UNC Health Care","HC LACTATION CONSULTS 30 MINS","99402","$106.00","$25.76","$210.69","$65.72","$25.76","$61.82","$45.99","$63.60","$0.00","$75.26","$84.80","$0.00","$64.24","$69.96","$0.00","$57.24","$0.00","$210.69"
"Caldwell UNC Health Care","HC APLIGRAF PER SQ CM","Q4101","$131.00","$30.46","$104.80","$81.22","$31.83","$95.80","$71.28","$78.60","$30.46","$93.01","$104.80","$0.00","$79.39","$86.46","$0.00","$70.74","$0.00","$0.00"
"Caldwell UNC Health Care","HC DERMAGRAFT PER SQ CM","Q4106","$142.00","$32.27","$113.60","$88.04","$34.51","$103.84","$77.26","$85.20","$32.27","$100.82","$113.60","$0.00","$86.05","$93.72","$0.00","$76.68","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED DERMAGRAFT PER SQ CM","Q4106","$142.00","$32.27","$113.60","$88.04","$34.51","$83.35","$62.01","$85.20","$32.27","$100.82","$113.60","$0.00","$86.05","$75.26","$0.00","$76.68","$0.00","$0.00"
"Caldwell UNC Health Care","HC EPIFIX 6SQCM 2X3 PER SQ CM","Q4186","$801.00","$160.49","$640.80","$496.62","$194.64","$585.77","$435.82","$480.60","$160.49","$568.71","$640.80","$0.00","$485.41","$528.66","$0.00","$432.54","$0.00","$0.00"
"Caldwell UNC Health Care","HC PURAPLY AM 8SQCM 2X4 PER SQ CM","Q4196","$475.00","$109.52","$380.00","$294.50","$115.43","$347.37","$258.45","$285.00","$109.52","$337.25","$380.00","$0.00","$287.85","$313.50","$0.00","$256.50","$0.00","$0.00"
"Caldwell UNC Health Care","HC PURAPLY AM 54SQCM 6X9 PER SQ CM","Q4196","$248.00","$60.26","$198.40","$153.76","$60.26","$181.36","$134.94","$148.80","$109.52","$176.08","$198.40","$0.00","$150.29","$163.68","$0.00","$133.92","$0.00","$0.00"
"Caldwell UNC Health Care","HC EPIFIX MESH 12.25SQCM 3.5X3.5 PER SQ CM","Q4186","$627.00","$152.36","$501.60","$388.74","$152.36","$458.53","$341.15","$376.20","$160.49","$445.17","$501.60","$0.00","$379.96","$413.82","$0.00","$338.58","$0.00","$0.00"
"Caldwell UNC Health Care","HC EPIFIX 18MM DISC","Q4100","$1,043.00","$253.45","$834.40","$646.66","$253.45","$762.75","$567.50","$625.80","$674.82","$740.53","$834.40","$0.00","$632.06","$688.38","$0.00","$563.22","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED PURAPLY AM 4SQCM 2X2 PER SQ CM","Q4196","$750.00","$109.52","$600.00","$465.00","$182.25","$440.25","$327.53","$450.00","$109.52","$532.50","$600.00","$0.00","$454.50","$397.50","$0.00","$405.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED PURAPLY AM 25SQCM 5X5 PER SQ CM","Q4196","$416.00","$101.09","$332.80","$257.92","$101.09","$244.19","$181.67","$249.60","$109.52","$295.36","$332.80","$0.00","$252.10","$220.48","$0.00","$224.64","$0.00","$0.00"
"Caldwell UNC Health Care","HC INTEGRA OMNIGRAFT DERMAL REGENERATION MATRIX 49SQCM 7X7 PER SQ CM","Q4105","$170.00","$30.36","$136.00","$105.40","$41.31","$124.32","$92.50","$102.00","$30.36","$120.70","$136.00","$0.00","$103.02","$112.20","$0.00","$91.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC THERASKIN 2SQCM 1X2 PER SQ CM","Q4121","$315.00","$41.24","$252.00","$195.30","$76.55","$230.36","$171.39","$189.00","$41.24","$223.65","$252.00","$0.00","$190.89","$207.90","$0.00","$170.10","$0.00","$0.00"
"Caldwell UNC Health Care","HC THERASKIN 6SQCM 2X3 PER SQ CM","Q4121","$133.00","$32.32","$106.40","$82.46","$32.32","$97.26","$72.37","$79.80","$41.24","$94.43","$106.40","$0.00","$80.60","$87.78","$0.00","$71.82","$0.00","$0.00"
"Caldwell UNC Health Care","HC INTEGRA OMNIGRAFT DERMAL REGENERATION MATRIX 16SQCM 4X4 PER SQ CM","Q4105","$297.00","$30.36","$237.60","$184.14","$72.17","$217.20","$161.60","$178.20","$30.36","$210.87","$237.60","$0.00","$179.98","$196.02","$0.00","$160.38","$0.00","$0.00"
"Caldwell UNC Health Care","HC GRAFTJACKET 16SQCM 4X4 PER SQ CM","Q4107","$329.00","$79.95","$263.20","$203.98","$79.95","$240.60","$179.01","$197.40","$92.59","$233.59","$263.20","$0.00","$199.37","$217.14","$0.00","$177.66","$0.00","$0.00"
"Caldwell UNC Health Care","HC DERMAPURE 12SQCM 3X4 PER SQ CM","Q4152","$403.00","$97.75","$322.40","$249.86","$97.93","$294.71","$219.27","$241.80","$97.75","$286.13","$322.40","$0.00","$244.22","$265.98","$0.00","$217.62","$0.00","$0.00"
"Caldwell UNC Health Care","HC PRIMATRIX 4SQCM 2X2 PER SQ CM","Q4110","$535.00","$43.33","$428.00","$331.70","$130.01","$391.25","$291.09","$321.00","$43.33","$379.85","$428.00","$0.00","$324.21","$353.10","$0.00","$288.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC PRIMATRIX MESHED 36SQCM 6X6 PER SQ CM","Q4110","$238.00","$43.33","$190.40","$147.56","$57.83","$174.05","$129.50","$142.80","$43.33","$168.98","$190.40","$0.00","$144.23","$157.08","$0.00","$128.52","$0.00","$0.00"
"Caldwell UNC Health Care","HC PRIMATRIX 16SQCM 4X4 PER SQ CM","Q4110","$238.00","$43.33","$190.40","$147.56","$57.83","$174.05","$129.50","$142.80","$43.33","$168.98","$190.40","$0.00","$144.23","$157.08","$0.00","$128.52","$0.00","$0.00"
"Caldwell UNC Health Care","HC PURAPLY AM 128SQCM 8X16 PER SQ CM","Q4196","$250.00","$60.75","$200.00","$155.00","$60.75","$182.83","$136.03","$150.00","$109.52","$177.50","$200.00","$0.00","$151.50","$165.00","$0.00","$135.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC AMNIOMATRIX 1 CC","Q4139","$5,782.00","$1,405.03","$4,228.38","$3,584.84","$1,405.03","$4,228.38","$3,145.99","$3,469.20","$3,740.95","$4,105.22","$1,620.00","$0.00","$3,503.89","$3,816.12","$0.00","$3,122.28","$0.00","$0.00"
"Caldwell UNC Health Care","HC PRIMATRIX FENESTRATED AG 16SQCM 4X4 PER SQ CM","Q4110","$270.00","$43.33","$216.00","$167.40","$65.61","$197.45","$146.91","$162.00","$43.33","$191.70","$216.00","$0.00","$163.62","$178.20","$0.00","$145.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC FLOWERAMNIO PATCH 16MM DISK","Q4100","$840.00","$204.12","$672.00","$520.80","$204.12","$614.29","$457.04","$504.00","$543.48","$596.40","$672.00","$0.00","$509.04","$554.40","$0.00","$453.60","$0.00","$0.00"
"Caldwell UNC Health Care","HC FLOWERAMNIOPATCH 4SQCM 2X2 PER SQ CM","Q4178","$650.00","$157.95","$520.00","$403.00","$157.95","$475.35","$353.67","$390.00","$191.25","$461.50","$520.00","$0.00","$393.90","$429.00","$0.00","$351.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED THERASKIN PER SQ CM 1X2","","$315.00","$76.55","$252.00","$195.30","$76.55","$184.91","$137.56","$189.00","$203.81","$223.65","$252.00","$0.00","$190.89","$166.95","$0.00","$170.10","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED THERASKIN PER SQ CM 2X3","","$133.00","$32.32","$106.40","$82.46","$32.32","$78.07","$58.08","$79.80","$86.05","$94.43","$106.40","$0.00","$80.60","$70.49","$0.00","$71.82","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED DERMAPURE 1X2CM PER SQ CM","","$1,103.00","$268.03","$882.40","$683.86","$268.03","$647.46","$481.68","$661.80","$713.64","$783.13","$882.40","$0.00","$668.42","$584.59","$0.00","$595.62","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED DERMAPURE 3X4 CM PER SQ CM","","$403.00","$97.93","$322.40","$249.86","$97.93","$236.56","$175.99","$241.80","$260.74","$286.13","$322.40","$0.00","$244.22","$213.59","$0.00","$217.62","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED INTEGRA DRG OMNIGRAFT 7X7 PER SQ CM","","$170.00","$41.31","$136.00","$105.40","$41.31","$99.79","$74.24","$102.00","$109.99","$120.70","$136.00","$0.00","$103.02","$90.10","$0.00","$91.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED INTEGRA OMNIGRAFT 2.5X2.5 PER SQ CM","","$538.00","$130.73","$430.40","$333.56","$130.73","$315.81","$234.94","$322.80","$348.09","$381.98","$430.40","$0.00","$326.03","$285.14","$0.00","$290.52","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED  PURAPLY ANTIMICROBIAL WOUND MATRIX 1X6 PER SQCM","","$1,913.00","$464.86","$1,530.40","$1,186.06","$464.86","$1,122.93","$835.41","$1,147.80","$1,237.71","$1,358.23","$1,530.40","$0.00","$1,159.28","$1,013.89","$0.00","$1,033.02","$0.00","$0.00"
"Caldwell UNC Health Care","HC KERECIS OMEGA3 3.06SQCM 1.75X1.75 PER SQ CM","Q4158","$706.00","$156.65","$564.80","$437.72","$171.56","$516.30","$384.13","$423.60","$156.65","$501.26","$564.80","$0.00","$427.84","$465.96","$0.00","$381.24","$0.00","$0.00"
"Caldwell UNC Health Care","HC KERECIS OMEGA3 10.5SQCM 3X3.5 PER SQ CM","Q4158","$297.00","$72.17","$237.60","$184.14","$72.17","$217.20","$161.60","$178.20","$156.65","$210.87","$237.60","$0.00","$179.98","$196.02","$0.00","$160.38","$0.00","$0.00"
"Caldwell UNC Health Care","HC KERECIS OMEGA3 21SQCM 3X7 PER SQ CM","Q4158","$266.00","$64.64","$212.80","$164.92","$64.64","$194.53","$144.73","$159.60","$156.65","$188.86","$212.80","$0.00","$161.20","$175.56","$0.00","$143.64","$0.00","$0.00"
"Caldwell UNC Health Care","HC EPIFIX 24MM","Q4100","$3,100.00","$753.30","$2,267.03","$1,922.00","$753.30","$2,267.03","$1,686.71","$1,860.00","$2,005.70","$2,201.00","$1,620.00","$0.00","$1,878.60","$2,046.00","$0.00","$1,674.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED NUSHIELD (2X3) PER SQ CM","Q4160","$530.00","$100.06","$424.00","$328.60","$128.79","$387.59","$288.37","$318.00","$100.06","$376.30","$424.00","$0.00","$321.18","$349.80","$0.00","$286.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED NUSHIELD (3X4) PER SQ CM","Q4160","$443.00","$100.06","$354.40","$274.66","$107.65","$323.97","$241.04","$265.80","$100.06","$314.53","$354.40","$0.00","$268.46","$292.38","$0.00","$239.22","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED PRIMATRIX 18MM DISC","Q4110","$595.00","$43.33","$476.00","$368.90","$144.59","$349.27","$259.84","$357.00","$43.33","$422.45","$476.00","$0.00","$360.57","$315.35","$0.00","$321.30","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED PRIMATRIX 2CMX2CM PER SQ CM","Q4110","$535.00","$43.33","$428.00","$331.70","$130.01","$314.05","$233.63","$321.00","$43.33","$379.85","$428.00","$0.00","$324.21","$283.55","$0.00","$288.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED PRIMATRIX 4CMX4CM PER SQ CM","Q4110","$270.00","$43.33","$216.00","$167.40","$65.61","$158.49","$117.91","$162.00","$43.33","$191.70","$216.00","$0.00","$163.62","$143.10","$0.00","$145.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC AMNIOEXCEL 3.5X3.5CM PER SQ CM","Q4137","$184.00","$44.71","$147.20","$114.08","$44.71","$134.56","$100.11","$110.40","$119.05","$130.64","$147.20","$0.00","$111.50","$121.44","$0.00","$99.36","$0.00","$0.00"
"Caldwell UNC Health Care","HC DISCARDED AMNIOEXCEL 3.5X3.5CM PER SQ CM","Q4137","$184.00","$44.71","$147.20","$114.08","$44.71","$108.01","$80.35","$110.40","$119.05","$130.64","$147.20","$0.00","$111.50","$97.52","$0.00","$99.36","$0.00","$0.00"
