Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Cash Discount,Cigna,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Pardee Hospital","HC DEBRIDE OPEN WOUND 1ST 20 SQ CM OR LESS","97597","$427.00","$162.30","$354.41","$247.66","$165.54","$255.86","$256.20","$0.00","$354.41","$162.30","$170.41","$238.27","$162.30","$298.47","$163.11","$162.30"
"Pardee Hospital","HC DEBRIDE OPEN WOUND EA ADDL 20 SQ CM","97598","$427.00","$238.27","$354.41","$247.66","$0.00","$255.86","$256.20","$0.00","$354.41","$0.00","$0.00","$238.27","$0.00","$298.47","$0.00","$0.00"
"Pardee Hospital","HC NEG PRESS WOUND TX NOT USING DME 50 SQ CM OR LESS (SNAP TREATMENT)","97607","$1,580.00","$296.35","$1,311.40","$916.40","$308.22","$827.45","$948.00","$720.48","$1,311.40","$302.18","$0.00","$881.64","$296.35","$0.00","$298.26","$302.18"
"Pardee Hospital","HC NEG PRESS WOUND TX NOT USING DME 50 SQ CM OR MORE (SNAP TREATMENT)","97608","$1,609.00","$733.70","$1,335.47","$933.22","$0.00","$842.63","$965.40","$733.70","$1,335.47","$0.00","$0.00","$897.82","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC DESTRUCTION LESION(S) VULVA","56501","$1,695.00","$772.92","$1,406.85","$983.10","$0.00","$887.67","$1,017.00","$772.92","$1,406.85","$0.00","$0.00","$945.81","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC NONSELECTIVE DEBRIDEMENT WOUND","97602","$244.00","$136.15","$202.52","$141.52","$180.53","$146.20","$146.40","$0.00","$202.52","$176.99","$0.00","$136.15","$176.99","$170.56","$163.11","$176.99"
"Pardee Hospital","HC DRESS DEBRID P THICK BURN SM (LESS THAN 5% TOTAL BODY SURFACE AREA)","16020","$376.00","$150.32","$376.00","$218.08","$153.32","$225.30","$225.60","$376.00","$312.08","$150.32","$157.83","$209.81","$162.30","$262.82","$163.11","$150.32"
"Pardee Hospital","HC DRESS DEBRID P THICK BURN MD (5-10% TOTAL BODY SURFACE AREA)","16025","$395.00","$162.07","$395.00","$229.10","$0.00","$236.68","$237.00","$395.00","$327.85","$0.00","$0.00","$220.41","$162.07","$276.11","$0.00","$0.00"
"Pardee Hospital","HC DRESS DEBRID P THICK BURN LG (GREATER THAN 10% TOTAL BODY SURFACE AREA)","16030","$395.00","$220.41","$327.85","$229.10","$0.00","$236.68","$237.00","$0.00","$327.85","$0.00","$0.00","$220.41","$0.00","$276.11","$0.00","$0.00"
"Pardee Hospital","HC INJ AA SUP HYPOGASTRIC PLEXUS","64517","$1,150.00","$641.70","$1,150.00","$667.00","$814.13","$689.08","$690.00","$1,150.00","$954.50","$798.16","$838.07","$641.70","$798.16","$803.85","$758.04","$798.16"
"Pardee Hospital","HC EXC BENIGN LESION T/A/L 0.5CM OR LESS","11400","$680.00","$79.43","$564.40","$394.40","$0.00","$356.12","$408.00","$310.08","$564.40","$0.00","$0.00","$379.44","$79.43","$0.00","$0.00","$0.00"
"Pardee Hospital","HC CHEMODNRVTN 1 EXTREM 1-4MUSCL","64642","$672.00","$306.43","$609.60","$389.76","$592.18","$351.93","$403.20","$306.43","$557.76","$580.57","$609.60","$374.98","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC CHEMODNRVTN 1 EXTREM 5+MUSCL","64644","$750.00","$418.50","$622.50","$435.00","$0.00","$449.40","$450.00","$0.00","$622.50","$0.00","$0.00","$418.50","$0.00","$524.25","$0.00","$0.00"
"Pardee Hospital","HC CHEMODNRVTN ADDTL EXTR 1-4MUSC","64643","$177.00","$98.77","$146.91","$102.66","$0.00","$106.06","$106.20","$0.00","$146.91","$0.00","$0.00","$98.77","$0.00","$123.72","$0.00","$0.00"
"Pardee Hospital","HC CHEMODNRVTN TRUNK 1-5MUSCLES","64646","$672.00","$52.00","$645.08","$389.76","$626.65","$402.66","$403.20","$52.00","$557.76","$614.36","$645.08","$374.98","$614.36","$469.73","$583.47","$614.36"
"Pardee Hospital","HC CHEMODNRVTN TRUNK 6+MUSCLES","64647","$750.00","$418.50","$622.50","$435.00","$0.00","$449.40","$450.00","$0.00","$622.50","$0.00","$0.00","$418.50","$0.00","$524.25","$0.00","$0.00"
"Pardee Hospital","HC CHEMODENERVATION MUSCLE(S) BILATERAL FACIAL,TRIGEMINAL,CERVICAL ACCESSORY NERVE(S)","64615","$519.00","$52.00","$430.77","$301.02","$248.01","$310.98","$311.40","$52.00","$430.77","$243.14","$255.30","$289.60","$243.14","$362.78","$244.36","$243.14"
"Pardee Hospital","HC CHEMODENERVATION MUSCLE(S) FACIAL NERVE UNILATERAL","64612","$449.00","$250.54","$372.67","$260.42","$0.00","$269.04","$269.40","$0.00","$372.67","$0.00","$0.00","$250.54","$0.00","$313.85","$0.00","$0.00"
"Pardee Hospital","HC BONE MARROW ASPIRATION W/ BIOP","38222","$1,896.00","$1,057.97","$2,261.57","$1,099.68","$1,896.00","$1,136.08","$1,137.60","$0.00","$1,573.68","$2,153.88","$2,261.57","$1,057.97","$2,153.88","$1,325.30","$1,896.00","$1,933.92"
"Pardee Hospital","HC REMOVE IMPACTED EAR WAX W/ IRRIGATION/LAVAGE UNILATERAL","69209","$68.00","$31.01","$56.44","$39.44","$48.27","$35.61","$40.80","$31.01","$56.44","$47.32","$49.69","$37.94","$0.00","$0.00","$51.35","$47.32"
"Pardee Hospital","HC EXCISION OF NAIL FOLD, TOE","11765","$330.00","$150.48","$311.61","$191.40","$280.36","$172.82","$198.00","$150.48","$273.90","$296.77","$311.61","$184.14","$296.35","$0.00","$298.26","$296.77"
"Pardee Hospital","HC INJ DIAG OR THEP INC NDL PLCE C/T WO GUID","62320","$1,687.00","$580.57","$1,400.21","$978.46","$626.65","$1,010.85","$1,012.20","$0.00","$1,400.21","$580.57","$609.60","$941.35","$580.57","$1,179.21","$583.47","$580.57"
"Pardee Hospital","HC INJ DIAG OR THEP INC NDL PLCE C/T  W GUID","62321","$2,249.00","$580.57","$1,866.67","$1,304.42","$592.18","$1,347.60","$1,349.40","$0.00","$1,866.67","$580.57","$609.60","$1,254.94","$580.57","$1,572.05","$583.47","$580.57"
"Pardee Hospital","HC INJ DIAG OR THEP INC NDL PLCE  L/S WO GUID","62322","$1,687.00","$580.57","$1,400.21","$978.46","$622.02","$1,010.85","$1,012.20","$0.00","$1,400.21","$609.82","$640.31","$941.35","$580.57","$1,179.21","$583.47","$609.82"
"Pardee Hospital","HC INJ DIAG OR THEP INC NDL PLCE L/S W GUID","62323","$2,249.00","$580.57","$1,866.67","$1,304.42","$592.18","$1,347.60","$1,349.40","$1,025.54","$1,866.67","$580.57","$609.60","$1,254.94","$580.57","$1,572.05","$583.47","$580.57"
"Pardee Hospital","HC INJ INC INDWELL CATH PLCE CONT FLW C/T WO GUID","62324","$1,200.00","$669.60","$996.00","$696.00","$0.00","$719.04","$720.00","$0.00","$996.00","$0.00","$0.00","$669.60","$0.00","$838.80","$0.00","$0.00"
"Pardee Hospital","HC INJ INC INDWELL CATH PLCE CONT FLW L/S W/O GUID","62326","$1,530.00","$853.74","$1,269.90","$887.40","$0.00","$916.78","$918.00","$0.00","$1,269.90","$0.00","$0.00","$853.74","$0.00","$1,069.47","$0.00","$0.00"
"Pardee Hospital","HC SPINAL HARDWARE INJ","64999","$1,550.00","$243.14","$1,286.50","$899.00","$248.01","$928.76","$930.00","$706.80","$1,286.50","$243.14","$255.30","$864.90","$243.14","$1,083.45","$244.36","$243.14"
"Pardee Hospital","HC TAP BLOCK BILATERAL","64488","$836.00","$466.49","$693.88","$484.88","$0.00","$500.93","$501.60","$0.00","$693.88","$0.00","$0.00","$466.49","$0.00","$584.36","$0.00","$0.00"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID TRIGEMINAL NERVE EA BRANCH","64400","$417.00","$190.15","$346.11","$241.86","$248.01","$218.38","$250.20","$190.15","$346.11","$243.14","$255.30","$232.69","$243.14","$0.00","$244.36","$243.14"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, GREATER OCCIPITAL NERVE","64405","$649.00","$243.14","$538.67","$376.42","$248.01","$339.88","$389.40","$295.94","$538.67","$243.14","$255.30","$362.14","$243.14","$0.00","$244.36","$243.14"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID BRACHIAL PLEXUS","64415","$1,520.00","$693.12","$1,261.60","$881.60","$769.35","$796.02","$912.00","$693.12","$1,261.60","$754.26","$791.98","$848.16","$754.26","$0.00","$758.04","$754.26"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, SUPRASCAPULAR NERVE","64418","$738.00","$336.53","$612.54","$428.04","$592.18","$386.49","$442.80","$336.53","$612.54","$580.57","$609.60","$411.80","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, INTERCOSTAL NERVE, SINGLE LEVEL","64420","$738.00","$336.53","$612.54","$428.04","$592.18","$386.49","$442.80","$336.53","$612.54","$580.57","$609.60","$411.80","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, INTERCOSTAL NERVE, EA ADD'L LEVEL","64421","$920.00","$419.52","$791.98","$533.60","$769.35","$481.80","$552.00","$419.52","$763.60","$754.26","$791.98","$513.36","$754.26","$0.00","$758.04","$754.26"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, ILIOINGUINAL, ILIOHYPOGASTRIC NERVES","64425","$836.00","$381.22","$693.88","$484.88","$626.65","$437.81","$501.60","$381.22","$693.88","$609.82","$640.31","$466.49","$609.82","$0.00","$583.47","$609.82"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, PUDENDAL NERVE","64430","$836.00","$381.22","$838.07","$484.88","$814.13","$437.81","$501.60","$381.22","$693.88","$798.16","$838.07","$466.49","$754.26","$0.00","$758.04","$798.16"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, FEMORAL NERVE","64447","$1,248.00","$569.09","$1,035.84","$723.84","$592.18","$653.58","$748.80","$569.09","$1,035.84","$580.57","$609.60","$696.38","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC INJECT(S) ANESTH AGENT(S) AND/OR STEROID, OTH PERIPHERAL NERVE/BRANCH","64450","$851.00","$388.06","$706.33","$493.58","$592.18","$445.67","$510.60","$388.06","$706.33","$580.57","$609.60","$474.86","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC INJ AA/STEROID NERVES SI JOINT INCLD IMG GUIDANCE","64451","$930.00","$424.08","$771.90","$539.40","$592.18","$487.04","$558.00","$424.08","$771.90","$580.57","$609.60","$518.94","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC INJ AA/STEROID GENICULAR NERVE BRANCHES INCLD IMG GUIDANCE","64454","$930.00","$424.08","$771.90","$539.40","$592.18","$487.04","$558.00","$424.08","$771.90","$580.57","$609.60","$518.94","$580.57","$0.00","$583.47","$580.57"
"Pardee Hospital","HC DESTRUCTION NEUROLYTIC AGENT GENICULAR NERVE INCLD IMG GUIDANCE","64624","$2,570.00","$1,171.92","$2,133.10","$1,490.60","$1,628.94","$1,345.91","$1,542.00","$1,171.92","$2,133.10","$1,597.00","$1,676.85","$1,434.06","$1,597.00","$0.00","$1,604.99","$1,597.00"
"Pardee Hospital","HC RF ABLATION NERVE SI JOINT INCLD CT/FLUORO GUIDANCE","64625","$2,570.00","$1,171.92","$2,133.10","$1,490.60","$1,628.94","$1,345.91","$1,542.00","$1,171.92","$2,133.10","$1,597.00","$1,676.85","$1,434.06","$1,597.00","$0.00","$1,604.99","$1,597.00"
"Pardee Hospital","HC MOD SED BY MD OR OTHER PROV NOT PERF SERVICE 5YRS&> EA ADDL 15 MIN","99157","$256.00","$116.74","$212.48","$148.48","$0.00","$155.98","$153.60","$116.74","$212.48","$0.00","$0.00","$142.85","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC HYPERBARIC OXYGEN TX FBC 30MIN","G0277","$504.00","$98.98","$418.32","$292.32","$113.72","$266.26","$302.40","$229.82","$418.32","$116.55","$103.93","$281.23","$106.87","$386.57","$107.41","$98.98"
"Pardee Hospital","HC ARTERIAL PUNCT DRAW BLD FOR DX","36600","$144.00","$65.66","$119.52","$83.52","$103.30","$76.08","$86.40","$65.66","$119.52","$101.27","$106.33","$80.35","$101.27","$110.45","$101.78","$101.27"
"Pardee Hospital","HC ED PROCEDURE LEVEL 6","","$2,674.00","$1,219.34","$2,219.42","$1,550.92","$0.00","$1,229.24","$1,604.40","$1,219.34","$2,219.42","$0.00","$0.00","$1,492.09","$0.00","$2,050.96","$0.00","$0.00"
"Pardee Hospital","HC ED PROCEDURE LEVEL 5","","$2,005.00","$914.28","$1,664.15","$1,162.90","$0.00","$921.70","$1,203.00","$914.28","$1,664.15","$0.00","$0.00","$1,118.79","$0.00","$1,537.84","$0.00","$0.00"
"Pardee Hospital","HC ED PROCEDURE LEVEL 4","","$1,531.00","$698.14","$1,270.73","$887.98","$0.00","$703.80","$918.60","$698.14","$1,270.73","$0.00","$0.00","$854.30","$0.00","$1,174.28","$0.00","$0.00"
"Pardee Hospital","HC DEBRID TISSUE/SKIN 1ST 20SQCM","11042","$945.00","$296.77","$945.00","$548.10","$302.71","$566.24","$567.00","$945.00","$784.35","$296.77","$311.61","$527.31","$296.77","$660.56","$298.26","$296.77"
"Pardee Hospital","HC ED PROCEDURE LEVEL 3","","$972.00","$443.23","$806.76","$563.76","$0.00","$446.83","$583.20","$443.23","$806.76","$0.00","$0.00","$542.38","$0.00","$745.52","$0.00","$0.00"
"Pardee Hospital","HC ED PROCEDURE LEVEL 2","","$729.00","$332.42","$605.07","$422.82","$0.00","$335.12","$437.40","$332.42","$605.07","$0.00","$0.00","$406.78","$0.00","$559.14","$0.00","$0.00"
"Pardee Hospital","HC ED PROCEDURE LEVEL 1","","$499.00","$227.54","$414.17","$289.42","$0.00","$229.39","$299.40","$227.54","$414.17","$0.00","$0.00","$278.44","$0.00","$382.73","$0.00","$0.00"
"Pardee Hospital","HC ED VISIT LEVEL 1","99281","$300.00","$64.99","$300.00","$174.00","$71.93","$137.91","$180.00","$217.00","$249.00","$70.52","$0.00","$167.40","$70.52","$300.00","$64.99","$70.52"
"Pardee Hospital","HC ED VISIT LEVEL 2","99282","$430.00","$119.45","$430.00","$249.40","$126.47","$197.67","$258.00","$217.00","$356.90","$123.99","$130.19","$239.94","$129.61","$430.00","$119.45","$123.99"
"Pardee Hospital","HC ED VISIT LEVEL 3","99283","$870.00","$207.45","$870.00","$504.60","$211.60","$399.94","$522.00","$396.72","$722.10","$207.45","$217.82","$485.46","$207.45","$870.00","$208.48","$207.45"
"Pardee Hospital","HC ED VISIT LEVEL 4","99284","$1,414.00","$326.76","$1,173.62","$820.12","$333.29","$650.02","$848.40","$644.78","$1,173.62","$326.76","$343.09","$789.01","$326.76","$988.39","$328.39","$326.76"
"Pardee Hospital","HC ED VISIT LEVEL 5","99285","$2,582.00","$468.61","$2,143.06","$1,497.56","$477.98","$1,186.95","$1,549.20","$1,177.39","$2,143.06","$468.61","$492.04","$1,440.76","$468.61","$1,804.82","$470.95","$468.61"
"Pardee Hospital","HC ED CRITICAL CARE - 1ST 30-74 MIN","99291","$3,139.00","$619.22","$2,605.37","$1,820.62","$631.60","$1,443.00","$1,883.40","$1,431.38","$2,605.37","$619.22","$650.18","$1,751.56","$619.22","$2,194.16","$622.32","$619.22"
"Pardee Hospital","HC ED CRITICAL CARE EACH ADDL 30 MIN","99292","$1,606.00","$732.34","$1,332.98","$931.48","$0.00","$738.28","$963.60","$732.34","$1,332.98","$0.00","$0.00","$896.15","$0.00","$1,231.80","$0.00","$0.00"
"Pardee Hospital","HC CARDIOPULMONARY RESUSCITATION","92950","$861.00","$236.26","$714.63","$499.38","$244.16","$454.87","$516.60","$392.62","$714.63","$239.37","$0.00","$480.44","$246.93","$660.39","$236.26","$239.37"
"Pardee Hospital","HC MODERATE SEDATION, INITIAL 15 MINUTES YOUNGER THAN 5 YEARS OF AGE","99151","$358.00","$163.25","$297.14","$207.64","$0.00","$218.13","$214.80","$163.25","$297.14","$0.00","$0.00","$199.76","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC MODERATE SEDATION, INITIAL 15 MINUTES 5 YEARS OF AGE OR OLDER","99152","$358.00","$163.25","$297.14","$207.64","$0.00","$218.13","$214.80","$163.25","$297.14","$0.00","$0.00","$199.76","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC MODERATE SEDATION, EACH ADDITIONAL 15 MINUTES","99153","$256.00","$116.74","$212.48","$148.48","$0.00","$155.98","$153.60","$116.74","$212.48","$0.00","$0.00","$142.85","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC MOD SED BY MD OR OTHER HEALTH CARE PROF NOT PERFORMING THE SERVICE 5YRS&> INITIAL 15 MINS","99156","$358.00","$163.25","$297.14","$207.64","$0.00","$218.13","$214.80","$163.25","$297.14","$0.00","$0.00","$199.76","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC MOD SED INITIAL 15 MIN, <5 YRS, PROVIDER OTHER THAN PROCEDURE PERFORMING PROVIDER","99155","$358.00","$163.25","$297.14","$207.64","$0.00","$218.13","$214.80","$163.25","$297.14","$0.00","$0.00","$199.76","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC TELEHEALTH FACILITY FEE","Q3014","$62.00","$26.65","$51.46","$35.96","$27.18","$28.50","$37.20","$28.27","$51.46","$26.65","$27.98","$34.60","$26.65","$47.55","$26.78","$27.18"
"Pardee Hospital","HC STRESS ECHO W CONTINUOUS EKG WO CONT","93351","$2,288.00","$447.31","$1,899.04","$1,327.04","$456.26","$1,610.52","$1,372.80","$1,043.33","$1,899.04","$447.31","$469.68","$1,276.70","$447.31","$1,754.90","$449.55","$447.31"
"Pardee Hospital","HC NEW PATIENT LEVEL 1","99201","$114.00","$60.23","$113.06","$66.12","$109.83","$60.23","$68.40","$0.00","$94.62","$107.68","$113.06","$63.61","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC NEW PATIENT LEVEL 2","99202","$240.00","$107.00","$199.20","$139.20","$109.83","$126.79","$144.00","$0.00","$199.20","$107.68","$113.06","$133.92","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC NEW PATIENT LEVEL 3","99203","$314.00","$107.00","$260.62","$182.12","$109.83","$165.89","$188.40","$0.00","$260.62","$107.68","$113.06","$175.21","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC NEW PATIENT LEVEL 4","99204","$430.00","$107.00","$356.90","$249.40","$109.83","$227.17","$258.00","$0.00","$356.90","$107.68","$113.06","$239.94","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC NEW PATIENT LEVEL 5","99205","$582.00","$107.00","$483.06","$337.56","$109.83","$307.47","$349.20","$0.00","$483.06","$107.68","$113.06","$324.76","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC ESTABLISHED PATIENT LEVEL 1","99211","$105.00","$55.47","$113.06","$60.90","$105.00","$55.47","$63.00","$0.00","$87.15","$107.68","$113.06","$58.59","$107.68","$105.00","$105.00","$107.10"
"Pardee Hospital","HC ESTABLISHED PATIENT LEVEL 2","99212","$238.00","$107.00","$197.54","$138.04","$109.83","$125.74","$142.80","$0.00","$197.54","$107.68","$113.06","$132.80","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC ESTABLISHED PATIENT LEVEL 3","99213","$255.00","$107.00","$211.65","$147.90","$109.83","$134.72","$153.00","$0.00","$211.65","$107.68","$113.06","$142.29","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC ESTABLISHED PATIENT LEVEL 4","99214","$320.00","$107.00","$265.60","$185.60","$109.83","$169.06","$192.00","$0.00","$265.60","$107.68","$113.06","$178.56","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC ESTABLISHED PATIENT LEVEL 5","99215","$430.00","$107.00","$356.90","$249.40","$109.83","$227.17","$258.00","$0.00","$356.90","$107.68","$113.06","$239.94","$107.68","$107.00","$108.22","$107.68"
"Pardee Hospital","HC EPIFIX PER SQ CM","Q4186","$1,081.00","$492.94","$897.23","$626.98","$0.00","$623.09","$648.60","$492.94","$897.23","$0.00","$0.00","$603.20","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC PURAPLY AM 4SQCM 2X2 PER SQ CM","Q4196","$634.00","$289.10","$526.22","$367.72","$0.00","$365.44","$380.40","$289.10","$526.22","$0.00","$0.00","$353.77","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC PURAPLY AM 8SQCM 2X4 PER SQ CM","Q4196","$402.00","$224.32","$333.66","$233.16","$0.00","$231.71","$241.20","$0.00","$333.66","$0.00","$0.00","$224.32","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC PURAPLY AM 25SQCM 5X5 PER SQ CM","Q4196","$433.00","$241.61","$359.39","$251.14","$0.00","$249.58","$259.80","$0.00","$359.39","$0.00","$0.00","$241.61","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC PURAPLY AM 54SQCM 6X9 PER SQ CM","Q4196","$420.00","$234.36","$348.60","$243.60","$0.00","$242.09","$252.00","$0.00","$348.60","$0.00","$0.00","$234.36","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC DISCARDED PURAPLY AM 25SQCM 5X5 PER SQ CM","Q4196","$433.00","$109.52","$359.39","$251.14","$0.00","$298.64","$259.80","$109.52","$359.39","$0.00","$0.00","$241.61","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC EKG","93005","$166.00","$51.10","$137.78","$96.28","$52.12","$87.02","$99.60","$75.70","$137.78","$51.10","$53.65","$92.63","$51.10","$127.32","$51.35","$51.10"
"Pardee Hospital","HC ZPHOOKUP W RECORD >48HRS-21DAY","0296T","$228.00","$51.02","$189.24","$132.24","$52.12","$119.52","$136.80","$103.97","$189.24","$51.10","$53.65","$127.22","$51.02","$174.88","$51.35","$51.10"
"Pardee Hospital","HC EKG FOR INIT PRVNTV EXAM - TRACING","G0404","$75.00","$21.35","$62.25","$43.50","$21.78","$39.32","$45.00","$34.20","$62.25","$21.35","$22.42","$41.85","$21.35","$57.53","$21.46","$21.35"
"Pardee Hospital","HC INCISE & REMOVE FOREIGN BODY, SUBQ TISSUE SIMPLE","10120","$516.00","$235.30","$428.28","$299.28","$302.71","$270.23","$309.60","$235.30","$428.28","$296.77","$311.61","$287.93","$296.77","$0.00","$298.26","$296.77"
"Pardee Hospital","HC INCISE & REMOVE FOREIGN BODY, SUBQ TISSUE COMPLICATED","10121","$2,052.00","$935.71","$1,703.16","$1,190.16","$1,300.42","$1,074.63","$1,231.20","$935.71","$1,703.16","$1,274.93","$1,338.67","$1,145.02","$0.00","$0.00","$1,281.30","$1,274.93"
"Pardee Hospital","HC REM SKIN TAGS MULTIPLE FIBROCUTANEOUS TAGS UP TO AND INCLUDE 15 LESIONS","11200","$235.00","$107.16","$195.05","$136.30","$165.54","$123.07","$141.00","$107.16","$195.05","$162.30","$170.41","$131.13","$162.30","$0.00","$163.11","$162.30"
"Pardee Hospital","HC REM SKIN TAGS MULTIPLE FIBROCUTANEOUS TAGS EA ADDL 10 LESIONS","11201","$44.00","$23.25","$44.00","$25.52","$0.00","$23.25","$26.40","$0.00","$36.52","$0.00","$0.00","$24.55","$0.00","$44.00","$0.00","$0.00"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION TRUNK ARMS LEGS 0.5 CM OR LESS","11300","$235.00","$107.00","$195.05","$136.30","$165.54","$124.15","$141.00","$0.00","$195.05","$162.30","$170.41","$131.13","$162.07","$107.00","$163.11","$162.30"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION TRUNK ARMS LEGS0.6 TO 1.0 CM","11301","$280.00","$127.68","$232.40","$162.40","$0.00","$146.64","$168.00","$127.68","$232.40","$0.00","$0.00","$156.24","$162.30","$0.00","$0.00","$0.00"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION TRUNK ARMS LEGS1.1 TO 2.0 CM","11302","$300.00","$136.80","$249.00","$174.00","$165.54","$157.11","$180.00","$136.80","$249.00","$162.30","$170.41","$167.40","$162.30","$0.00","$163.11","$162.30"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION SCALP NECK HANDS FEET GENITALIA 0.5 CM OR LESS","11305","$235.00","$107.16","$195.05","$136.30","$153.32","$123.07","$141.00","$107.16","$195.05","$150.32","$157.83","$131.13","$162.30","$0.00","$163.11","$150.32"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION SCALP NECK HANDS FEET GENITALIA 0.6 TO 1.0","11306","$280.00","$107.00","$232.40","$162.40","$153.32","$147.92","$168.00","$0.00","$232.40","$162.30","$170.41","$156.24","$162.07","$107.00","$163.11","$162.30"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION SCALP NECK HANDS FEET GENITALIA 1.1 TO 2 CM","11307","$306.00","$139.54","$253.98","$177.48","$153.32","$160.25","$183.60","$139.54","$253.98","$150.32","$157.83","$170.75","$162.07","$0.00","$163.11","$150.32"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION SCALP NECK HANDS FEET GENITALIA OVER 2 CM","11308","$440.00","$200.64","$365.20","$255.20","$0.00","$230.43","$264.00","$200.64","$365.20","$0.00","$0.00","$245.52","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION F/E/E/N/L  MM 0.6 TO 1 CM","11311","$280.00","$127.68","$232.40","$162.40","$153.32","$146.64","$168.00","$127.68","$232.40","$150.32","$157.83","$156.24","$162.07","$0.00","$163.11","$150.32"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION F/E/E/N/L  MM 1.1 TO 2 CM","11312","$440.00","$200.64","$365.20","$255.20","$280.36","$230.43","$264.00","$200.64","$365.20","$274.87","$288.61","$245.52","$296.35","$0.00","$298.26","$274.87"
"Pardee Hospital","HC SHAVE EPIDERMAL/DERMAL LESION, SINGLE LESION F/E/E/N/L  MM OVER 2 CM","11313","$480.00","$218.88","$398.40","$278.40","$0.00","$251.38","$288.00","$218.88","$398.40","$0.00","$0.00","$267.84","$0.00","$0.00","$0.00","$0.00"
"Pardee Hospital","HC EXC BENIGN LESION T/A/L 2.1 - 3 CM","11403","$1,000.00","$456.00","$830.00","$580.00","$577.93","$523.70","$600.00","$456.00","$830.00","$566.60","$594.93","$558.00","$566.60","$0.00","$569.43","$566.60"
"Pardee Hospital","HC EXC BENIGN LESION T/A/L 3.1 - 4 CM","11404","$1,500.00","$684.00","$1,338.67","$870.00","$1,300.42","$785.55","$900.00","$684.00","$1,245.00","$1,180.81","$1,338.67","$837.00","$1,274.93","$0.00","$1,281.30","$1,274.93"
"Pardee Hospital","HC EXC BENIGN LES T/A/L OVER 4 CM","11406","$1,852.00","$844.51","$1,537.16","$1,074.16","$1,204.43","$969.89","$1,111.20","$844.51","$1,537.16","$1,180.81","$1,239.85","$1,033.42","$1,274.93","$0.00","$1,281.30","$1,180.81"
