Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,BCBS Blue Select,BCBS Blue UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana,Humana Medicare Advantage,Liberty  Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Johnston Memorial Hospital","HC NM TUMOR LOC WB 1 DAY","78802","$3,190.00","$821.74","$2,552.00","$1,754.50","$1,191.78","$1,595.00","$1,176.47","$1,176.47","$821.74","$928.61","$1,914.00","$2,006.51","$1,282.38","$1,307.90","$2,488.20","$2,552.00","$1,181.66","$1,238.98","$2,281.17","$1,179.98","$1,677.94","$1,238.89","$1,191.78"
"Johnston Memorial Hospital","HC NM TUMOR LOC WB 2 OR MORE DAYS","78804","$3,649.00","$939.98","$2,919.20","$2,006.95","$1,191.78","$1,824.50","$1,345.75","$1,345.75","$939.98","$1,062.22","$2,189.40","$2,295.22","$1,466.90","$1,496.09","$2,846.22","$2,919.20","$1,181.66","$1,240.74","$2,609.40","$1,181.66","$1,919.37","$1,238.89","$1,193.48"
"Johnston Memorial Hospital","HC TC99M MACROAGGREGATED ALBUMIN DX PSD UP TO 10MCI","A9540","$332.00","$30.60","$265.60","$182.60","$0.00","$166.00","$122.44","$122.44","$85.52","$96.65","$199.20","$30.60","$133.46","$136.12","$258.96","$265.60","$0.00","$0.00","$237.41","$0.00","$174.63","$0.00","$0.00"
"Johnston Memorial Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE TX PER MCI","A9517","$155.00","$20.69","$124.00","$85.25","$20.90","$77.50","$57.16","$57.16","$39.93","$45.12","$93.00","$51.48","$62.31","$63.55","$120.90","$124.00","$20.69","$21.72","$110.84","$20.69","$81.53","$20.79","$20.90"
"Johnston Memorial Hospital","HC TC99M  AEROSOL DX PSD UP TO 75MCI","A9567","$207.00","$20.40","$165.60","$113.85","$0.00","$103.50","$76.34","$76.34","$53.32","$60.26","$124.20","$20.40","$83.21","$84.87","$161.46","$165.60","$0.00","$0.00","$148.03","$0.00","$108.88","$0.00","$0.00"
"Johnston Memorial Hospital","HC IN111 PENTETRE PENTETREOTIDE DX PSD UP TO 6MCI","A9572","$8,118.00","$2,091.20","$6,494.40","$4,464.90","$0.00","$4,059.00","$2,993.92","$2,993.92","$2,091.20","$2,363.15","$4,870.80","$0.00","$3,263.44","$3,328.38","$6,332.04","$6,494.40","$0.00","$0.00","$5,805.18","$0.00","$4,270.07","$0.00","$0.00"
"Johnston Memorial Hospital","HC NM RADIOPHARM TX ORAL ADM","79005","$1,619.00","$220.51","$1,295.20","$890.45","$222.71","$809.50","$597.09","$597.09","$417.05","$471.29","$971.40","$1,018.35","$650.84","$663.79","$1,262.82","$1,295.20","$231.62","$231.53","$1,157.75","$220.51","$851.59","$231.19","$222.71"
"Johnston Memorial Hospital","HC TC99M SULFUR COLLOID DX PSD UP TO 20MCI","A9541","$339.00","$87.33","$272.71","$186.45","$0.00","$169.50","$125.02","$125.02","$87.33","$98.68","$203.40","$272.71","$136.28","$138.99","$264.42","$271.20","$0.00","$0.00","$242.42","$0.00","$178.31","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M EXAMETAZINE DX PSD UP TO 25MCI","A9521","$2,508.00","$646.06","$2,006.40","$1,379.40","$0.00","$1,254.00","$924.95","$924.95","$646.06","$730.08","$1,504.80","$1,559.34","$1,008.22","$1,028.28","$1,956.24","$2,006.40","$0.00","$0.00","$1,793.47","$0.00","$1,319.21","$0.00","$0.00"
"Johnston Memorial Hospital","HC F18FDG DX PSD UP TO 45MCI","A9552","$1,275.00","$265.16","$1,020.00","$701.25","$0.00","$637.50","$470.22","$470.22","$328.44","$371.15","$765.00","$265.16","$512.55","$522.75","$994.50","$1,020.00","$0.00","$0.00","$911.75","$0.00","$670.65","$0.00","$0.00"
"Johnston Memorial Hospital","HC I123 SODIUM IODIDE  DX PER 100MICRO UP TO 999MICRO","A9516","$287.00","$73.93","$229.60","$157.85","$0.00","$143.50","$105.85","$105.85","$73.93","$83.55","$172.20","$100.69","$115.37","$117.67","$223.86","$229.60","$0.00","$0.00","$205.23","$0.00","$150.96","$0.00","$0.00"
"Johnston Memorial Hospital","HC IODINE I-131 SODIUM IODIDE CAPSULE DX PER MCI","A9528","$140.00","$36.06","$112.00","$77.00","$0.00","$70.00","$51.63","$51.63","$36.06","$40.75","$84.00","$94.54","$56.28","$57.40","$109.20","$112.00","$0.00","$0.00","$100.11","$0.00","$73.64","$0.00","$0.00"
"Johnston Memorial Hospital","HC IN111 AUTO WBC DX PSD","A9570","$3,421.00","$881.25","$3,421.00","$1,881.55","$0.00","$1,710.50","$1,261.66","$1,261.66","$881.25","$995.85","$2,052.60","$3,421.00","$1,375.24","$1,402.61","$2,668.38","$2,736.80","$0.00","$0.00","$2,446.36","$0.00","$1,799.45","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M PERTECHNETATE DX PER MCI","A9512","$96.00","$1.63","$76.80","$52.80","$0.00","$48.00","$35.40","$35.40","$24.73","$27.95","$57.60","$1.63","$38.59","$39.36","$74.88","$76.80","$0.00","$0.00","$68.65","$0.00","$50.50","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M MERTIATIDE DX PSD UP TO 15MCI","A9562","$647.00","$166.67","$517.60","$355.85","$0.00","$323.50","$238.61","$238.61","$166.67","$188.34","$388.20","$0.00","$260.09","$265.27","$504.66","$517.60","$0.00","$0.00","$462.67","$0.00","$340.32","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M MEDRONATE DX PSD UP TO 30MCI","A9503","$118.00","$13.26","$94.40","$64.90","$0.00","$59.00","$43.52","$43.52","$30.40","$34.35","$70.80","$13.26","$47.44","$48.38","$92.04","$94.40","$0.00","$0.00","$84.38","$0.00","$62.07","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M SESTAMIBI DX PSD","A9500","$469.00","$120.81","$375.20","$257.95","$0.00","$234.50","$172.97","$172.97","$120.81","$136.53","$281.40","$0.00","$188.54","$192.29","$365.82","$375.20","$0.00","$0.00","$335.38","$0.00","$246.69","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M TC TETROFOSMIN DX PSD MYO","A9502","$389.00","$99.41","$311.20","$213.95","$0.00","$194.50","$143.46","$143.46","$100.21","$113.24","$233.40","$99.41","$156.38","$159.49","$303.42","$311.20","$0.00","$0.00","$278.17","$0.00","$204.61","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M LABELED RBC DX PSD UP TO 30 MCI","A9560","$459.00","$95.27","$367.20","$252.45","$0.00","$229.50","$169.28","$169.28","$118.24","$133.61","$275.40","$95.27","$184.52","$188.19","$358.02","$367.20","$0.00","$0.00","$328.23","$0.00","$241.43","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M MEBROFENIN DX PSD UP TO 15MCI","A9537","$182.00","$46.88","$145.60","$100.10","$0.00","$91.00","$67.12","$67.12","$46.88","$52.98","$109.20","$56.42","$73.16","$74.62","$141.96","$145.60","$0.00","$0.00","$130.15","$0.00","$95.73","$0.00","$0.00"
"Johnston Memorial Hospital","HC TC99M EXAMETAZIME LABELED AUTO  WBC PSD","A9569","$6,012.00","$1,548.69","$4,809.60","$3,306.60","$0.00","$3,006.00","$2,217.23","$2,217.23","$1,548.69","$1,750.09","$3,607.20","$1,559.34","$2,416.82","$2,464.92","$4,689.36","$4,809.60","$0.00","$0.00","$4,299.18","$0.00","$3,162.31","$0.00","$0.00"
"Johnston Memorial Hospital","HC GASTRIC EMPTYING W/ SM BOWEL TRANSIT","78265","$1,839.00","$473.73","$1,471.20","$1,011.45","$0.00","$919.50","$678.22","$678.22","$473.73","$535.33","$1,103.40","$1,156.73","$739.28","$753.99","$1,434.42","$1,471.20","$0.00","$0.00","$1,315.07","$0.00","$967.31","$0.00","$0.00"
"Johnston Memorial Hospital","HC GASTRIC EMPTYING W/ SM BOWEL/COLON TRANSIT MULTI DAYS","78266","$2,022.90","$521.10","$1,618.32","$1,112.60","$0.00","$1,011.45","$746.05","$746.05","$521.10","$588.87","$1,213.74","$1,272.40","$813.21","$829.39","$1,577.86","$1,618.32","$0.00","$0.00","$1,446.58","$0.00","$1,064.05","$0.00","$0.00"
"Johnston Memorial Hospital","HC NM TUMOR LOC 1 AREA 1 DAY IMG","78800","$920.00","$236.99","$736.00","$506.00","$362.75","$460.00","$339.30","$339.30","$236.99","$267.81","$552.00","$578.68","$369.84","$377.20","$717.60","$736.00","$359.16","$377.12","$657.89","$359.16","$483.92","$358.49","$362.75"
"Johnston Memorial Hospital","HC NM TUMOR LOCAL SPECT 1 AREA 1 DAY IMG","78803","$2,544.00","$655.33","$2,035.20","$1,399.20","$1,262.94","$1,272.00","$938.23","$938.23","$655.33","$740.56","$1,526.40","$1,600.18","$1,022.69","$1,043.04","$1,984.32","$2,035.20","$1,250.44","$1,312.96","$1,819.21","$1,250.44","$1,338.14","$1,238.89","$1,262.94"
"Johnston Memorial Hospital","HC CTA ABD AORTA AND BIL ILIEOFM W CONT","75635","$4,085.00","$176.57","$3,268.00","$2,246.75","$178.33","$2,042.50","$2,031.06","$2,031.06","$1,418.31","$1,602.95","$2,451.00","$2,529.00","$1,642.17","$1,674.85","$3,186.30","$3,268.00","$176.57","$185.40","$2,921.18","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT GUIDE NEEDLE PLACEMENT","77012","$2,399.00","$832.93","$2,399.00","$1,319.45","$0.00","$1,199.50","$1,192.78","$1,192.78","$832.93","$941.37","$1,439.40","$2,399.00","$964.40","$983.59","$1,871.22","$1,919.20","$0.00","$0.00","$1,715.52","$0.00","$1,731.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC CT GUID PARENCHYMAL TIS ABLATION","77013","$2,064.00","$716.62","$2,064.00","$1,135.20","$0.00","$1,032.00","$1,026.22","$1,026.22","$716.62","$809.91","$1,238.40","$2,064.00","$829.73","$846.24","$1,609.92","$1,651.20","$0.00","$0.00","$1,475.97","$0.00","$1,731.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC CT GUIDANCE PLACEMENT RADIATION FIELDS","77014","$2,213.00","$768.35","$2,213.00","$1,217.15","$0.00","$1,106.50","$1,100.30","$1,100.30","$768.35","$868.38","$1,327.80","$2,213.00","$889.63","$907.33","$1,726.14","$1,770.40","$0.00","$0.00","$1,582.52","$0.00","$1,731.00","$0.00","$0.00"
"Johnston Memorial Hospital","HC CT HEAD OR BRAIN WO CONT","70450","$2,474.00","$108.60","$2,474.00","$1,360.70","$109.69","$1,237.00","$1,230.07","$1,230.07","$858.97","$970.80","$1,484.40","$2,474.00","$994.55","$1,014.34","$1,929.72","$1,979.20","$108.60","$114.03","$1,769.16","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT HEAD OR BRAIN W CONT","70460","$2,833.00","$177.45","$2,529.00","$1,558.15","$180.90","$1,416.50","$1,408.57","$1,408.57","$983.62","$1,111.67","$1,699.80","$2,529.00","$1,138.87","$1,161.53","$2,209.74","$2,266.40","$179.10","$188.06","$2,025.88","$179.10","$1,731.00","$177.45","$180.90"
"Johnston Memorial Hospital","HC CT HEAD OR BRAIN WO FLD W CONT","70470","$3,437.00","$176.57","$2,749.60","$1,890.35","$178.33","$1,718.50","$1,708.88","$1,708.88","$1,193.33","$1,348.68","$2,062.20","$2,529.00","$1,381.67","$1,409.17","$2,680.86","$2,749.60","$176.57","$185.40","$2,457.80","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT ORBIT SELLA PF WO CONT","70480","$2,907.00","$108.60","$2,529.00","$1,598.85","$109.69","$1,453.50","$1,445.36","$1,445.36","$1,009.31","$1,140.71","$1,744.20","$2,529.00","$1,168.61","$1,191.87","$2,267.46","$2,325.60","$108.60","$114.03","$2,078.80","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT ORBIT SELLA PF W CONT","70481","$3,418.00","$177.45","$2,734.40","$1,879.90","$186.42","$1,709.00","$1,699.43","$1,699.43","$1,186.73","$1,341.22","$2,050.80","$2,529.00","$1,374.04","$1,401.38","$2,666.04","$2,734.40","$184.57","$0.00","$2,444.21","$184.57","$1,731.00","$177.45","$186.42"
"Johnston Memorial Hospital","HC CT ORBIT SELLA PF WO FLD W CONT","70482","$4,255.00","$172.34","$3,404.00","$2,340.25","$174.06","$2,127.50","$2,115.59","$2,115.59","$1,477.34","$1,669.66","$2,553.00","$2,529.00","$1,710.51","$1,744.55","$3,318.90","$3,404.00","$172.34","$0.00","$3,042.75","$172.34","$1,731.00","$177.45","$174.06"
"Johnston Memorial Hospital","HC CT MAXILLOFACIAL WO CONT","70486","$3,006.00","$108.60","$2,529.00","$1,653.30","$109.69","$1,503.00","$1,494.58","$1,494.58","$1,043.68","$1,179.55","$1,803.60","$2,529.00","$1,208.41","$1,232.46","$2,344.68","$2,404.80","$108.60","$114.03","$2,149.59","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT MAXILLOFACIAL W CONT","70487","$3,573.00","$176.57","$2,858.40","$1,965.15","$178.33","$1,786.50","$1,776.50","$1,776.50","$1,240.55","$1,402.05","$2,143.80","$2,529.00","$1,436.35","$1,464.93","$2,786.94","$2,858.40","$176.57","$185.40","$2,555.05","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT MAXILLOFACIAL WO FLD W CONT","70488","$4,083.00","$131.84","$3,266.40","$2,245.65","$133.16","$2,041.50","$2,030.07","$2,030.07","$1,417.62","$1,602.17","$2,449.80","$2,529.00","$1,641.37","$1,674.03","$3,184.74","$3,266.40","$131.84","$138.43","$2,919.75","$131.84","$1,731.00","$177.45","$133.16"
"Johnston Memorial Hospital","HC CT NECK SOFT TISSUE WO CONT","70490","$2,722.00","$108.60","$2,529.00","$1,497.10","$109.69","$1,361.00","$1,353.38","$1,353.38","$945.08","$1,068.11","$1,633.20","$2,529.00","$1,094.24","$1,116.02","$2,123.16","$2,177.60","$108.60","$114.03","$1,946.50","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT SOFT TISSUE NECK W CONT","70491","$3,405.00","$176.57","$2,724.00","$1,872.75","$178.33","$1,702.50","$1,692.97","$1,692.97","$1,182.22","$1,336.12","$2,043.00","$2,529.00","$1,368.81","$1,396.05","$2,655.90","$2,724.00","$176.57","$185.40","$2,434.92","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT SOFT TISSUE NECK WO FLD W CONT","70492","$3,905.00","$176.57","$3,124.00","$2,147.75","$178.33","$1,952.50","$1,941.57","$1,941.57","$1,355.82","$1,532.32","$2,343.00","$2,529.00","$1,569.81","$1,601.05","$3,045.90","$3,124.00","$176.57","$185.40","$2,792.47","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CTA HEAD W CONT INCL NON CONT","70496","$4,243.00","$176.57","$3,394.40","$2,333.65","$178.33","$2,121.50","$2,109.62","$2,109.62","$1,473.17","$1,664.95","$2,545.80","$2,529.00","$1,705.69","$1,739.63","$3,309.54","$3,394.40","$176.57","$185.40","$3,034.17","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CTA NECK W CONT INCL NON CONT","70498","$4,104.00","$176.57","$3,283.20","$2,257.20","$178.33","$2,052.00","$2,040.51","$2,040.51","$1,424.91","$1,610.41","$2,462.40","$2,529.00","$1,649.81","$1,682.64","$3,201.12","$3,283.20","$176.57","$185.40","$2,934.77","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT THORAX WO CONT","71250","$2,885.00","$108.60","$2,529.00","$1,586.75","$109.69","$1,442.50","$1,434.42","$1,434.42","$1,001.67","$1,132.07","$1,731.00","$2,529.00","$1,159.77","$1,182.85","$2,250.30","$2,308.00","$108.60","$114.03","$2,063.06","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT THORAX W CONT","71260","$3,362.00","$176.57","$2,689.60","$1,849.10","$178.33","$1,681.00","$1,671.59","$1,671.59","$1,167.29","$1,319.25","$2,017.20","$2,529.00","$1,351.52","$1,378.42","$2,622.36","$2,689.60","$176.57","$185.40","$2,404.17","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT THORAX WO FLD W CONT","71270","$3,756.00","$176.57","$3,004.80","$2,065.80","$178.33","$1,878.00","$1,867.48","$1,867.48","$1,304.08","$1,473.85","$2,253.60","$2,529.00","$1,509.91","$1,539.96","$2,929.68","$3,004.80","$176.57","$185.40","$2,685.92","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CTA CHEST NONCOR WO W CONT","71275","$3,909.00","$176.57","$3,127.20","$2,149.95","$178.33","$1,954.50","$1,943.55","$1,943.55","$1,357.20","$1,533.89","$2,345.40","$2,529.00","$1,571.42","$1,602.69","$3,049.02","$3,127.20","$176.57","$185.40","$2,795.33","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT CERVICAL W/O CONT","72125","$3,320.00","$108.60","$2,656.00","$1,826.00","$109.69","$1,660.00","$1,650.70","$1,650.70","$1,152.70","$1,302.77","$1,992.00","$2,529.00","$1,334.64","$1,361.20","$2,589.60","$2,656.00","$108.60","$114.03","$2,374.13","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT CERVICAL W/CONT","72126","$3,772.00","$354.68","$3,017.60","$2,074.60","$358.22","$1,886.00","$1,875.44","$1,875.44","$1,309.64","$1,480.13","$2,263.20","$2,529.00","$1,516.34","$1,546.52","$2,942.16","$3,017.60","$354.68","$372.41","$2,697.36","$354.68","$1,731.00","$371.86","$358.22"
"Johnston Memorial Hospital","HC CT CERVICAL W/O FLD W/CONT","72127","$3,995.00","$169.25","$3,196.00","$2,197.25","$170.95","$1,997.50","$1,986.31","$1,986.31","$1,387.06","$1,567.64","$2,397.00","$2,529.00","$1,605.99","$1,637.95","$3,116.10","$3,196.00","$169.25","$177.72","$2,856.82","$169.25","$1,731.00","$177.45","$170.95"
"Johnston Memorial Hospital","HC CT THORACIC W/O CONT","72128","$3,011.00","$108.60","$2,529.00","$1,656.05","$109.69","$1,505.50","$1,497.07","$1,497.07","$1,045.42","$1,181.52","$1,806.60","$2,529.00","$1,210.42","$1,234.51","$2,348.58","$2,408.80","$108.60","$114.03","$2,153.17","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT THORACIC W/CONT","72129","$3,932.00","$169.25","$3,145.60","$2,162.60","$174.06","$1,966.00","$1,954.99","$1,954.99","$1,365.19","$1,542.92","$2,359.20","$2,529.00","$1,580.66","$1,612.12","$3,066.96","$3,145.60","$169.25","$188.06","$2,811.77","$179.10","$1,731.00","$177.45","$180.90"
"Johnston Memorial Hospital","HC CT THORACIC W/O FLD W/CONT","72130","$3,813.00","$169.25","$3,050.40","$2,097.15","$170.95","$1,906.50","$1,895.82","$1,895.82","$1,323.87","$1,496.22","$2,287.80","$2,529.00","$1,532.83","$1,563.33","$2,974.14","$3,050.40","$169.25","$177.72","$2,726.68","$169.25","$1,731.00","$177.45","$170.95"
"Johnston Memorial Hospital","HC CT LUMBAR W/O CONT","72131","$3,662.00","$108.60","$2,929.60","$2,014.10","$109.69","$1,831.00","$1,820.75","$1,820.75","$1,271.45","$1,436.97","$2,197.20","$2,529.00","$1,472.12","$1,501.42","$2,856.36","$2,929.60","$108.60","$114.03","$2,618.70","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT LUMBAR W/CONT","72132","$4,435.00","$370.01","$3,548.00","$2,439.25","$373.71","$2,217.50","$2,205.08","$2,205.08","$1,539.83","$1,740.29","$2,661.00","$2,529.00","$1,782.87","$1,818.35","$3,459.30","$3,548.00","$370.01","$388.51","$3,171.47","$370.01","$1,731.00","$371.86","$373.71"
"Johnston Memorial Hospital","HC CT LUMBAR W/O FLD W/CONT","72133","$4,302.00","$169.25","$3,441.60","$2,366.10","$170.95","$2,151.00","$2,138.95","$2,138.95","$1,493.65","$1,688.10","$2,581.20","$2,529.00","$1,729.40","$1,763.82","$3,355.56","$3,441.60","$169.25","$177.72","$3,076.36","$169.25","$1,731.00","$177.45","$170.95"
"Johnston Memorial Hospital","HC CTA PELVIS W CONT INCL NON CONT","72191","$4,045.00","$177.45","$3,236.00","$2,224.75","$180.90","$2,022.50","$2,011.17","$2,011.17","$1,404.42","$1,587.26","$2,427.00","$2,529.00","$1,626.09","$1,658.45","$3,155.10","$3,236.00","$179.10","$188.06","$2,892.58","$179.10","$1,731.00","$177.45","$180.90"
"Johnston Memorial Hospital","HC CT PELVIS W/O CONT","72192","$2,200.00","$108.60","$2,200.00","$1,210.00","$109.69","$1,100.00","$1,093.84","$1,093.84","$763.84","$863.28","$1,320.00","$2,200.00","$884.40","$902.00","$1,716.00","$1,760.00","$108.60","$114.03","$1,573.22","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT PELVIS W/CONT","72193","$2,291.00","$176.57","$2,291.00","$1,260.05","$178.33","$1,145.50","$1,139.09","$1,139.09","$795.44","$898.99","$1,374.60","$2,291.00","$920.98","$939.31","$1,786.98","$1,832.80","$176.57","$185.40","$1,638.29","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT PELVIS WO FLD W CONT","72194","$3,000.00","$169.25","$2,529.00","$1,650.00","$170.95","$1,500.00","$1,491.60","$1,491.60","$1,041.60","$1,177.20","$1,800.00","$2,529.00","$1,206.00","$1,230.00","$2,340.00","$2,400.00","$169.25","$177.72","$2,145.30","$169.25","$1,731.00","$177.45","$170.95"
"Johnston Memorial Hospital","HC CT UE W/O CONT","73200","$3,130.00","$108.60","$2,529.00","$1,721.50","$109.69","$1,565.00","$1,556.24","$1,556.24","$1,086.74","$1,228.21","$1,878.00","$2,529.00","$1,258.26","$1,283.30","$2,441.40","$2,504.00","$108.60","$114.03","$2,238.26","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT UE W/CONT","73201","$3,354.00","$370.01","$2,683.20","$1,844.70","$373.71","$1,677.00","$1,667.61","$1,667.61","$1,164.51","$1,316.11","$2,012.40","$2,529.00","$1,348.31","$1,375.14","$2,616.12","$2,683.20","$370.01","$388.51","$2,398.45","$370.01","$1,731.00","$371.86","$373.71"
"Johnston Memorial Hospital","HC CT UE WO FLD W CONT","73202","$3,637.00","$176.57","$2,909.60","$2,000.35","$178.33","$1,818.50","$1,808.32","$1,808.32","$1,262.77","$1,427.16","$2,182.20","$2,529.00","$1,462.07","$1,491.17","$2,836.86","$2,909.60","$176.57","$185.40","$2,600.82","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CTA UE W CONT W NON CONT","73206","$4,240.00","$177.45","$3,392.00","$2,332.00","$180.90","$2,120.00","$2,108.13","$2,108.13","$1,472.13","$1,663.78","$2,544.00","$2,529.00","$1,704.48","$1,738.40","$3,307.20","$3,392.00","$179.10","$188.06","$3,032.02","$179.10","$1,731.00","$177.45","$180.90"
"Johnston Memorial Hospital","HC CT LE WO CONT","73700","$2,822.00","$108.60","$2,529.00","$1,552.10","$109.69","$1,411.00","$1,403.10","$1,403.10","$979.80","$1,107.35","$1,693.20","$2,529.00","$1,134.44","$1,157.02","$2,201.16","$2,257.60","$108.60","$114.03","$2,018.01","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT LE W CONT","73701","$3,166.00","$176.57","$2,532.80","$1,741.30","$178.33","$1,583.00","$1,574.14","$1,574.14","$1,099.24","$1,242.34","$1,899.60","$2,529.00","$1,272.73","$1,298.06","$2,469.48","$2,532.80","$176.57","$185.40","$2,264.01","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT LE  WO FLD W CONT","73702","$3,170.00","$177.45","$2,536.00","$1,743.50","$180.90","$1,585.00","$1,576.12","$1,576.12","$1,100.62","$1,243.91","$1,902.00","$2,529.00","$1,274.34","$1,299.70","$2,472.60","$2,536.00","$179.10","$188.06","$2,266.87","$179.10","$1,731.00","$177.45","$180.90"
"Johnston Memorial Hospital","HC CTA LE W/CONT & INCL NON CONT","73706","$3,994.00","$177.45","$3,195.20","$2,196.70","$179.56","$1,997.00","$1,985.82","$1,985.82","$1,386.72","$1,567.25","$2,396.40","$2,529.00","$1,605.59","$1,637.54","$3,115.32","$3,195.20","$179.10","$186.67","$2,856.11","$177.78","$1,731.00","$177.45","$179.56"
"Johnston Memorial Hospital","HC CT ABDOMEN WO CONT","74150","$3,210.00","$108.60","$2,568.00","$1,765.50","$109.69","$1,605.00","$1,596.01","$1,596.01","$1,114.51","$1,259.60","$1,926.00","$2,529.00","$1,290.42","$1,316.10","$2,503.80","$2,568.00","$108.60","$114.03","$2,295.47","$108.60","$1,731.00","$109.15","$109.69"
"Johnston Memorial Hospital","HC CT ABDOMEN W CONT","74160","$3,803.00","$176.57","$3,042.40","$2,091.65","$178.33","$1,901.50","$1,890.85","$1,890.85","$1,320.40","$1,492.30","$2,281.80","$2,529.00","$1,528.81","$1,559.23","$2,966.34","$3,042.40","$176.57","$185.40","$2,719.53","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CT ABDOMEN WO+W CONT","74170","$4,137.00","$176.57","$3,309.60","$2,275.35","$178.33","$2,068.50","$2,056.92","$2,056.92","$1,436.37","$1,623.36","$2,482.20","$2,529.00","$1,663.07","$1,696.17","$3,226.86","$3,309.60","$176.57","$185.40","$2,958.37","$176.57","$1,731.00","$177.45","$178.33"
"Johnston Memorial Hospital","HC CTA ABD PELVIS W CONT W NON CONT","74174","$8,156.00","$370.01","$6,524.80","$4,485.80","$373.71","$4,078.00","$4,055.16","$4,055.16","$2,831.76","$3,200.41","$4,893.60","$2,529.00","$3,278.71","$3,343.96","$6,361.68","$6,524.80","$370.01","$388.51","$5,832.36","$370.01","$1,731.00","$371.86","$373.71"
"Johnston Memorial Hospital","HC CT ABD PELVIS WO CONT","74176","$5,568.00","$225.81","$4,454.40","$3,062.40","$228.07","$2,784.00","$2,768.41","$2,768.41","$1,933.21","$2,184.88","$3,340.80","$2,529.00","$2,238.34","$2,282.88","$4,343.04","$4,454.40","$225.81","$237.10","$3,981.68","$225.81","$1,731.00","$226.94","$228.07"
"Johnston Memorial Hospital","HC CT ABD PELVIS W CONT","74177","$6,623.00","$370.01","$5,298.40","$3,642.65","$373.71","$3,311.50","$3,292.96","$3,292.96","$2,299.51","$2,598.87","$3,973.80","$2,529.00","$2,662.45","$2,715.43","$5,165.94","$5,298.40","$370.01","$388.51","$4,736.11","$370.01","$1,731.00","$371.86","$373.71"
"Johnston Memorial Hospital","HC CT ABD PELVIS WO W CONT","74178","$8,085.00","$370.01","$6,468.00","$4,446.75","$373.71","$4,042.50","$4,019.86","$4,019.86","$2,807.11","$3,172.55","$4,851.00","$2,529.00","$3,250.17","$3,314.85","$6,306.30","$6,468.00","$370.01","$388.51","$5,781.58","$370.01","$1,731.00","$371.86","$373.71"
"Johnston Memorial Hospital","HC CTA ABDOMEN W CONT W NONCONT","74175","$4,282.00","$169.01","$3,425.60","$2,355.10","$170.70","$2,141.00","$2,129.01","$2,129.01","$1,486.71","$1,680.26","$2,569.20","$2,529.00","$1,721.36","$1,755.62","$3,339.96","$3,425.60","$169.01","$177.46","$3,062.06","$169.01","$1,731.00","$177.45","$170.70"
