Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Wayne Alliance,First Health,Humana Medciare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Wayne Memorial Hospital","HC SMOKING/TOBACCO USE CESSATION COUNSELING >10MINS","99407","$27.00","$20.25","$26.64","$24.92","$25.34","$21.60","$20.39","$16.20","$22.76","$0.00","$23.76","$25.34","$26.64","$22.41","$20.25","$20.63","$25.38","$25.88"
"Wayne Memorial Hospital","HC RT SMOKING/TOBACCO USE CESSATION COUNSELING>10 MINS","99407","$67.00","$24.11","$61.84","$61.84","$25.34","$53.60","$50.59","$40.20","$56.48","$0.00","$58.96","$25.34","$26.64","$55.61","$24.11","$51.19","$25.38","$25.88"
"Wayne Memorial Hospital","HC SMOKING/TOBACCO USE CESSATION COUNSELING 3-10MINS","99406","$50.00","$24.07","$46.15","$46.15","$25.34","$40.00","$37.75","$30.00","$42.15","$0.00","$44.00","$25.34","$26.61","$41.50","$24.07","$38.20","$25.34","$25.85"
"Wayne Memorial Hospital","HC IMMUN ADM 1ST VAC THRU 18YRS","90460","$174.00","$13.17","$160.60","$160.60","$13.72","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$13.72","$14.41","$144.42","$13.17","$132.94","$13.72","$13.99"
"Wayne Memorial Hospital","HC IMMUN ADM ADDL VAC THRU 18YRS","90461","$174.00","$11.85","$160.60","$160.60","$12.34","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$12.34","$12.96","$144.42","$11.85","$132.94","$12.34","$12.59"
"Wayne Memorial Hospital","HC IMMUNIZATION ADMIN ONE VACCINE","90471","$174.00","$58.19","$160.60","$160.60","$61.25","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$61.25","$0.00","$144.42","$58.19","$132.94","$61.25","$62.48"
"Wayne Memorial Hospital","HC INFLUENZA VAC ADMIN","90471","$174.00","$38.60","$160.60","$160.60","$38.60","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$38.60","$0.00","$144.42","$58.19","$132.94","$38.60","$39.37"
"Wayne Memorial Hospital","HC PNEUMOCOCCAL VAC ADMIN","90471","$174.00","$38.60","$160.60","$160.60","$38.60","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$38.60","$0.00","$144.42","$58.19","$132.94","$38.60","$39.37"
"Wayne Memorial Hospital","HC HEPATITIS B VAC ADMIN","90471","$174.00","$38.60","$160.60","$160.60","$38.60","$139.20","$131.37","$104.40","$146.68","$0.00","$153.12","$38.60","$0.00","$144.42","$58.19","$132.94","$38.60","$39.37"
"Wayne Memorial Hospital","HC IMMUNIZATION ADMIN EA ADD VACCINE","90472","$87.00","$65.69","$80.30","$80.30","$0.00","$69.60","$65.69","$52.20","$73.34","$0.00","$76.56","$0.00","$0.00","$72.21","$0.00","$66.47","$0.00","$0.00"
"Wayne Memorial Hospital","HC SELF-PAY DRY NEEDLING (PATIENT PRICE 40.00)","","$50.00","$37.75","$46.15","$46.15","$0.00","$40.00","$37.75","$30.00","$42.15","$0.00","$44.00","$0.00","$0.00","$41.50","$0.00","$38.20","$0.00","$0.00"
"Wayne Memorial Hospital","HC I&D ABSCESS SIMPLE/SINGLE","10060","$505.00","$168.14","$466.12","$466.12","$176.99","$404.00","$386.88","$303.00","$425.72","$0.00","$444.40","$176.99","$0.00","$419.15","$168.14","$385.82","$176.99","$180.53"
"Wayne Memorial Hospital","HC I&D HEMATOMA SEROMA OR FLUID","10140","$1,679.00","$1,259.25","$1,549.72","$1,549.72","$1,390.32","$1,343.20","$1,286.28","$1,007.40","$1,415.40","$0.00","$1,477.52","$1,390.32","$0.00","$1,393.57","$1,259.25","$1,282.76","$1,390.32","$1,418.13"
"Wayne Memorial Hospital","HC DEBRID MUSC/SK/TIS 1ST 20SQCM","11043","$1,699.00","$478.26","$1,568.18","$1,568.18","$503.44","$1,359.20","$1,301.60","$1,019.40","$1,432.26","$0.00","$1,495.12","$503.44","$0.00","$1,410.17","$478.26","$1,298.04","$503.44","$513.50"
"Wayne Memorial Hospital","HC DEBRID BONE/SK/T/M 1ST 20SQCM","11044","$2,542.00","$1,272.21","$2,346.27","$2,346.27","$1,330.02","$2,033.60","$1,947.43","$1,525.20","$2,142.91","$0.00","$2,236.96","$1,298.15","$1,406.12","$2,109.86","$1,272.21","$1,942.09","$1,298.15","$1,365.95"
"Wayne Memorial Hospital","HC DEBRID TISSUE/SKN ADD 20SQCM","11045","$288.00","$220.03","$265.82","$265.82","$0.00","$230.40","$220.64","$172.80","$242.78","$0.00","$253.44","$0.00","$0.00","$239.04","$0.00","$220.03","$0.00","$0.00"
"Wayne Memorial Hospital","HC DEBRID MUSC/SK/TIS ADD 20SQCM","11046","$576.00","$440.06","$531.65","$531.65","$0.00","$460.80","$441.27","$345.60","$485.57","$0.00","$506.88","$0.00","$0.00","$478.08","$0.00","$440.06","$0.00","$0.00"
"Wayne Memorial Hospital","HC PARING BENIGN LESION SINGLE","11055","$205.00","$153.75","$189.22","$189.22","$171.74","$164.00","$162.87","$123.00","$172.82","$0.00","$180.40","$171.74","$180.33","$170.15","$153.75","$156.62","$171.74","$165.54"
"Wayne Memorial Hospital","HC PARING BENIGN LESION 2-4","11056","$289.00","$162.07","$266.75","$266.75","$162.07","$231.20","$229.61","$173.40","$243.63","$0.00","$254.32","$171.74","$180.33","$239.87","$163.16","$220.80","$171.74","$175.18"
"Wayne Memorial Hospital","HC DEBRID NAILS ANY METHOD 1-5","11720","$149.00","$51.37","$137.53","$137.53","$54.07","$119.20","$118.38","$89.40","$125.61","$0.00","$131.12","$54.07","$56.77","$123.67","$51.37","$113.84","$54.07","$55.15"
"Wayne Memorial Hospital","HC AVULSION NAIL PLATE P/C/S/SNGL","11730","$256.00","$153.96","$236.29","$236.29","$162.07","$204.80","$203.39","$153.60","$215.81","$0.00","$225.28","$162.07","$170.17","$212.48","$153.96","$195.58","$162.07","$165.31"
"Wayne Memorial Hospital","HC EXC NAIL & MATRIX P/COMPL","11750","$728.00","$298.34","$671.94","$671.94","$314.05","$582.40","$578.40","$436.80","$613.70","$0.00","$640.64","$314.05","$329.75","$604.24","$298.34","$556.19","$314.05","$320.33"
"Wayne Memorial Hospital","HC WOUND CAUTERY CHEMICAL","17250","$285.00","$168.14","$263.06","$263.06","$176.99","$228.00","$218.34","$171.00","$240.26","$0.00","$250.80","$176.99","$0.00","$236.55","$168.14","$217.74","$176.99","$180.53"
"Wayne Memorial Hospital","HC ASPIRAT PUNCT BREAST CYST","19000","$1,371.00","$586.99","$1,265.43","$1,265.43","$617.88","$1,096.80","$1,089.26","$822.60","$1,155.75","$0.00","$1,206.48","$617.88","$0.00","$1,137.93","$586.99","$1,047.44","$617.88","$630.24"
"Wayne Memorial Hospital","HC ASPIR/INJ GANGLION CYST(S)","20612","$221.00","$165.75","$255.30","$203.98","$243.14","$176.80","$169.31","$132.60","$186.30","$0.00","$194.48","$243.14","$255.30","$183.43","$165.75","$168.84","$243.14","$248.01"
"Wayne Memorial Hospital","HC APPLICATION CAST RIG TOTAL CONT LEG","29445","$1,152.00","$221.15","$1,063.30","$1,063.30","$232.79","$921.60","$915.26","$691.20","$971.14","$0.00","$1,013.76","$232.79","$0.00","$956.16","$221.15","$880.13","$232.79","$237.44"
"Wayne Memorial Hospital","HC STRAPPING ANKLE AND OR FOOT","29540","$55.00","$42.02","$50.77","$50.77","$0.00","$44.00","$43.70","$33.00","$46.37","$0.00","$48.40","$0.00","$0.00","$45.65","$0.00","$42.02","$0.00","$0.00"
"Wayne Memorial Hospital","HC COLLECT BLOOD VIA VENOUS CATH","36592","$132.00","$99.00","$121.84","$121.84","$107.17","$105.60","$0.00","$79.20","$111.28","$0.00","$116.16","$107.17","$112.52","$109.56","$99.00","$100.85","$106.37","$109.31"
"Wayne Memorial Hospital","HC DECLOT IMPLNTD VASC ACC DEV","36593","$155.00","$116.25","$319.52","$143.07","$302.06","$124.00","$118.75","$93.00","$130.67","$0.00","$136.40","$304.31","$319.52","$128.65","$116.25","$118.42","$302.06","$310.39"
"Wayne Memorial Hospital","HC BIOPSY LIVER NEEDLE PERCUTAN","47000","$3,723.00","$1,320.80","$3,436.33","$3,436.33","$1,390.32","$2,978.40","$2,852.19","$2,233.80","$3,138.49","$0.00","$3,276.24","$1,390.32","$0.00","$3,090.09","$1,320.80","$2,844.37","$1,390.32","$1,418.13"
"Wayne Memorial Hospital","HC INJ EPID BLOOD PATCH","62273","$828.00","$579.33","$764.24","$764.24","$609.82","$662.40","$634.33","$496.80","$698.00","$0.00","$728.64","$609.82","$640.31","$687.24","$579.33","$632.59","$609.82","$622.02"
"Wayne Memorial Hospital","HC REMOVE IMPACTED EAR WAX REQ INSTRUMENTATION UNILATERAL","69210","$235.00","$51.10","$216.91","$216.91","$51.10","$188.00","$186.71","$141.00","$198.11","$0.00","$206.80","$54.07","$56.77","$195.05","$51.37","$179.54","$51.10","$55.15"
"Wayne Memorial Hospital","HC DEBRIDE OPEN WOUND 1ST 20 SQ CM OR LESS","97597","$437.00","$168.14","$403.35","$403.35","$176.99","$349.60","$334.79","$262.20","$368.39","$0.00","$384.56","$176.99","$0.00","$362.71","$168.14","$333.87","$176.99","$180.53"
"Wayne Memorial Hospital","HC DEBRIDE OPEN WOUND EA ADDL 20 SQ CM","97598","$210.00","$160.44","$193.83","$193.83","$0.00","$168.00","$160.88","$126.00","$177.03","$0.00","$184.80","$0.00","$0.00","$174.30","$0.00","$160.44","$0.00","$0.00"
"Wayne Memorial Hospital","HC NEG PRESS WOUND TX NOT USING DME 50 SQ CM OR LESS (SNAP TREATMENT)","97607","$420.00","$281.53","$387.66","$387.66","$302.18","$336.00","$333.69","$252.00","$354.06","$0.00","$369.60","$296.35","$311.17","$348.60","$281.53","$320.88","$296.35","$302.28"
"Wayne Memorial Hospital","HC NONSELECTIVE DEBRIDEMENT WOUND","97602","$165.00","$123.75","$180.53","$152.30","$176.99","$132.00","$126.41","$99.00","$139.10","$0.00","$145.20","$176.99","$0.00","$136.95","$123.75","$126.06","$176.99","$180.53"
"Wayne Memorial Hospital","HC DRESS DEBRID P THICK BURN SM (LESS THAN 5% TOTAL BODY SURFACE AREA)","16020","$636.00","$168.14","$587.03","$587.03","$176.99","$508.80","$487.24","$381.60","$536.15","$0.00","$559.68","$176.99","$0.00","$527.88","$168.14","$485.90","$176.99","$180.53"
"Wayne Memorial Hospital","HC DRESS DEBRID P THICK BURN MD (5-10% TOTAL BODY SURFACE AREA)","16025","$890.00","$153.96","$821.47","$821.47","$162.07","$712.00","$681.83","$534.00","$750.27","$0.00","$783.20","$162.07","$170.17","$738.70","$153.96","$679.96","$162.07","$165.31"
"Wayne Memorial Hospital","HC HEMORRHOIDECTOMY RUBBER BAND","","$679.00","$517.81","$626.72","$626.72","$0.00","$543.20","$517.81","$407.40","$572.40","$0.00","$597.52","$0.00","$0.00","$563.57","$0.00","$518.76","$0.00","$0.00"
"Wayne Memorial Hospital","HC EXC THROMBOSED HEMORRHOID EXT","","$260.00","$198.64","$239.98","$239.98","$0.00","$208.00","$199.19","$156.00","$219.18","$0.00","$228.80","$0.00","$0.00","$215.80","$0.00","$198.64","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED APLIGRAF PER SQ CM","Q4101","$147.00","$112.31","$135.68","$135.68","$0.00","$117.60","$122.38","$88.20","$123.92","$0.00","$129.36","$0.00","$0.00","$122.01","$0.00","$112.31","$0.00","$0.00"
"Wayne Memorial Hospital","HC BONE MARROW ASPIRATION W/ BIOP","38222","$2,470.00","$1,852.50","$2,393.20","$2,279.81","$2,279.24","$1,976.00","$1,892.27","$1,482.00","$2,082.21","$0.00","$2,173.60","$2,193.11","$2,393.20","$2,050.10","$1,852.50","$1,887.08","$2,153.88","$2,324.82"
"Wayne Memorial Hospital","HC ATT F/C/M/N/A/G 10 SQ CM","14040","$1,980.00","$1,512.72","$1,827.54","$1,827.54","$0.00","$1,584.00","$1,573.11","$1,188.00","$1,669.14","$0.00","$1,742.40","$0.00","$0.00","$1,643.40","$0.00","$1,512.72","$0.00","$0.00"
"Wayne Memorial Hospital","HC SURG PREP OR CREATE RECIPIENT SITE T/A/L ADDL 100 SQ CM OR 1% OF BODY AREA INFANT/CHILDREN","15003","$1,535.00","$1,172.74","$1,416.81","$1,416.81","$0.00","$1,228.00","$1,219.56","$921.00","$1,294.01","$0.00","$1,350.80","$0.00","$0.00","$1,274.05","$0.00","$1,172.74","$0.00","$0.00"
"Wayne Memorial Hospital","HC SURG PREP /CREATE RECIP SITE BY EXC F/S/E/M/N/E/O/G/H/F/D ADDL 100 SQ CM OR 1% OF BODY AREA INFANT/CHILDREN","15005","$1,535.00","$1,172.74","$1,416.81","$1,416.81","$0.00","$1,228.00","$1,219.56","$921.00","$1,294.01","$0.00","$1,350.80","$0.00","$0.00","$1,274.05","$0.00","$1,172.74","$0.00","$0.00"
"Wayne Memorial Hospital","HC ABRASION SINGLE LESION","15786","$220.00","$168.08","$203.06","$203.06","$0.00","$176.00","$174.79","$132.00","$185.46","$0.00","$193.60","$0.00","$0.00","$182.60","$0.00","$168.08","$0.00","$0.00"
"Wayne Memorial Hospital","HC MOD SED BY MD OR OTHER PROV NOT PERF SERVICE 5YRS&> EA ADDL 15 MIN","99157","$376.00","$287.26","$347.05","$347.05","$0.00","$300.80","$289.29","$225.60","$316.97","$0.00","$330.88","$0.00","$0.00","$312.08","$0.00","$287.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC HYPERBARIC OXYGEN TX FBC 30MIN","G0277","$371.00","$110.72","$342.43","$342.43","$116.55","$296.80","$280.11","$222.60","$312.75","$0.00","$326.48","$116.55","$0.00","$307.93","$110.72","$283.44","$116.55","$118.88"
"Wayne Memorial Hospital","HC HYBERBARIC O2 THERAPY (PRIV INS)","99183","$1,336.00","$104.52","$1,233.13","$1,233.13","$108.87","$1,068.80","$1,008.68","$801.60","$1,126.25","$0.00","$1,175.68","$108.87","$0.00","$1,108.88","$104.52","$1,020.70","$108.87","$111.05"
"Wayne Memorial Hospital","HC ARTERIAL PUNCT DRAW BLD FOR DX","36600","$32.00","$24.00","$112.65","$29.54","$110.44","$25.60","$24.16","$19.20","$26.98","$0.00","$28.16","$110.44","$0.00","$26.56","$24.00","$24.45","$110.44","$112.65"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 6","","$2,907.00","$2,220.95","$2,683.16","$2,683.16","$0.00","$2,325.60","$2,571.53","$1,744.20","$2,450.60","$0.00","$2,558.16","$0.00","$0.00","$2,412.81","$0.00","$2,220.95","$0.00","$0.00"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 5","","$1,246.00","$951.94","$1,150.06","$1,150.06","$0.00","$996.80","$1,102.21","$747.60","$1,050.38","$0.00","$1,096.48","$0.00","$0.00","$1,034.18","$0.00","$951.94","$0.00","$0.00"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 4","","$833.00","$636.41","$768.86","$768.86","$0.00","$666.40","$736.87","$499.80","$702.22","$0.00","$733.04","$0.00","$0.00","$691.39","$0.00","$636.41","$0.00","$0.00"
"Wayne Memorial Hospital","HC DEBRID TISSUE/SKIN 1ST 20SQCM","11042","$669.00","$307.45","$617.49","$617.49","$323.63","$535.20","$512.52","$401.40","$563.97","$0.00","$588.72","$323.63","$0.00","$555.27","$307.45","$511.12","$323.63","$330.11"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 3","","$617.00","$471.39","$569.49","$569.49","$0.00","$493.60","$545.80","$370.20","$520.13","$0.00","$542.96","$0.00","$0.00","$512.11","$0.00","$471.39","$0.00","$0.00"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 2","","$519.00","$396.52","$479.04","$479.04","$0.00","$415.20","$459.11","$311.40","$437.52","$0.00","$456.72","$0.00","$0.00","$430.77","$0.00","$396.52","$0.00","$0.00"
"Wayne Memorial Hospital","HC ED PROCEDURE LEVEL 1","","$329.00","$251.36","$303.67","$303.67","$0.00","$263.20","$291.03","$197.40","$277.35","$0.00","$289.52","$0.00","$0.00","$273.07","$0.00","$251.36","$0.00","$0.00"
"Wayne Memorial Hospital","HC NASOPHARYNGOSCOPY","92511","$166.00","$124.50","$161.57","$153.22","$153.87","$132.80","$127.17","$99.60","$139.94","$0.00","$146.08","$153.87","$161.57","$137.78","$124.50","$126.82","$153.87","$156.95"
"Wayne Memorial Hospital","HC ED VISIT LEVEL 1","99281","$210.00","$66.99","$193.83","$193.83","$70.52","$168.00","$185.77","$126.00","$177.03","$0.00","$184.80","$70.52","$0.00","$174.30","$66.99","$160.44","$70.52","$71.93"
"Wayne Memorial Hospital","HC ED VISIT LEVEL 2","99282","$339.00","$118.85","$312.90","$312.90","$129.61","$271.20","$299.88","$203.40","$285.78","$0.00","$298.32","$129.61","$0.00","$281.37","$123.13","$259.00","$118.85","$132.20"
"Wayne Memorial Hospital","HC ED VISIT LEVEL 3","99283","$661.00","$214.91","$610.10","$610.10","$226.22","$528.80","$584.72","$396.60","$557.22","$0.00","$581.68","$226.22","$0.00","$548.63","$214.91","$505.00","$226.22","$230.75"
"Wayne Memorial Hospital","HC ED VISIT LEVEL 4","99284","$1,194.00","$338.51","$1,102.06","$1,102.06","$356.33","$955.20","$1,056.21","$716.40","$1,006.54","$0.00","$1,050.72","$356.33","$0.00","$991.02","$338.51","$912.22","$356.33","$363.46"
"Wayne Memorial Hospital","HC ED VISIT LEVEL 5","99285","$1,614.00","$485.47","$1,489.72","$1,489.72","$511.02","$1,291.20","$1,427.74","$968.40","$1,360.60","$0.00","$1,420.32","$511.02","$0.00","$1,339.62","$485.47","$1,233.10","$511.02","$521.24"
"Wayne Memorial Hospital","HC ED CRITICAL CARE - 1ST 30-74 MIN","99291","$2,076.00","$641.50","$1,916.15","$1,916.15","$675.27","$1,660.80","$1,836.43","$1,245.60","$1,750.07","$0.00","$1,826.88","$675.27","$0.00","$1,723.08","$641.50","$1,586.06","$675.27","$688.77"
"Wayne Memorial Hospital","HC ED CRITICAL CARE EACH ADDL 30 MIN","99292","$1,412.00","$1,078.77","$1,303.28","$1,303.28","$0.00","$1,129.60","$1,249.06","$847.20","$1,190.32","$0.00","$1,242.56","$0.00","$0.00","$1,171.96","$0.00","$1,078.77","$0.00","$0.00"
"Wayne Memorial Hospital","HC CARDIOPULMONARY RESUSCITATION","92950","$452.00","$234.59","$417.20","$417.20","$246.93","$361.60","$341.26","$271.20","$381.04","$0.00","$397.76","$246.93","$259.28","$375.16","$234.59","$345.33","$246.93","$251.87"
"Wayne Memorial Hospital","HC MODERATE SEDATION, INITIAL 15 MINUTES YOUNGER THAN 5 YEARS OF AGE","99151","$568.00","$433.95","$524.26","$524.26","$0.00","$454.40","$437.02","$340.80","$478.82","$0.00","$499.84","$0.00","$0.00","$471.44","$0.00","$433.95","$0.00","$0.00"
"Wayne Memorial Hospital","HC MODERATE SEDATION, INITIAL 15 MINUTES 5 YEARS OF AGE OR OLDER","99152","$684.00","$522.58","$631.33","$631.33","$0.00","$547.20","$526.27","$410.40","$576.61","$0.00","$601.92","$0.00","$0.00","$567.72","$0.00","$522.58","$0.00","$0.00"
"Wayne Memorial Hospital","HC MODERATE SEDATION, EACH ADDITIONAL 15 MINUTES","99153","$287.00","$219.27","$264.90","$264.90","$0.00","$229.60","$220.82","$172.20","$241.94","$0.00","$252.56","$0.00","$0.00","$238.21","$0.00","$219.27","$0.00","$0.00"
"Wayne Memorial Hospital","HC MOD SED BY MD OR OTHER HEALTH CARE PROF NOT PERFORMING THE SERVICE 5YRS&> INITIAL 15 MINS","99156","$636.00","$485.90","$587.03","$587.03","$0.00","$508.80","$489.34","$381.60","$536.15","$0.00","$559.68","$0.00","$0.00","$527.88","$0.00","$485.90","$0.00","$0.00"
"Wayne Memorial Hospital","HC MOD SED INITIAL 15 MIN, <5 YRS, PROVIDER OTHER THAN PROCEDURE PERFORMING PROVIDER","99155","$862.00","$658.57","$795.63","$795.63","$0.00","$689.60","$663.22","$517.20","$726.67","$0.00","$758.56","$0.00","$0.00","$715.46","$0.00","$658.57","$0.00","$0.00"
"Wayne Memorial Hospital","HC STRESS ECHO W CONTINUOUS EKG WO CONT","93351","$1,696.00","$463.41","$1,565.41","$1,565.41","$487.80","$1,356.80","$1,417.52","$1,017.60","$1,429.73","$0.00","$1,492.48","$487.80","$0.00","$1,407.68","$463.41","$1,295.74","$487.80","$497.55"
"Wayne Memorial Hospital","HC NEW PATIENT LEVEL 1","99201","$106.00","$79.50","$113.95","$97.84","$107.53","$84.80","$84.22","$63.60","$89.36","$0.00","$93.28","$113.95","$112.90","$87.98","$79.50","$80.98","$109.64","$109.68"
"Wayne Memorial Hospital","HC NEW PATIENT LEVEL 2","99202","$304.00","$102.15","$280.59","$280.59","$107.53","$243.20","$229.52","$182.40","$256.27","$0.00","$267.52","$107.53","$112.90","$252.32","$102.15","$232.26","$107.53","$116.23"
"Wayne Memorial Hospital","HC NEW PATIENT LEVEL 3","99203","$455.00","$111.56","$419.97","$419.97","$117.43","$364.00","$343.53","$273.00","$383.57","$0.00","$400.40","$117.43","$123.30","$377.65","$111.56","$347.62","$117.43","$119.78"
"Wayne Memorial Hospital","HC NEW PATIENT LEVEL 4","99204","$548.00","$111.56","$505.80","$505.80","$117.43","$438.40","$413.74","$328.80","$461.96","$0.00","$482.24","$117.43","$123.30","$454.84","$111.56","$418.67","$117.43","$119.78"
"Wayne Memorial Hospital","HC NEW PATIENT LEVEL 5","99205","$732.00","$111.56","$675.64","$675.64","$117.43","$585.60","$552.66","$439.20","$617.08","$0.00","$644.16","$117.43","$123.30","$607.56","$111.56","$559.25","$117.43","$119.78"
"Wayne Memorial Hospital","HC ESTABLISHED PATIENT LEVEL 1","99211","$53.00","$39.75","$123.30","$48.92","$117.43","$42.40","$40.02","$31.80","$44.68","$0.00","$46.64","$117.43","$123.30","$43.99","$39.75","$40.49","$117.43","$119.78"
"Wayne Memorial Hospital","HC ESTABLISHED PATIENT LEVEL 2","99212","$152.00","$111.56","$140.30","$140.30","$117.43","$121.60","$114.76","$91.20","$128.14","$0.00","$133.76","$117.43","$123.30","$126.16","$111.56","$116.13","$117.43","$119.78"
"Wayne Memorial Hospital","HC ESTABLISHED PATIENT LEVEL 3","99213","$304.00","$111.56","$280.59","$280.59","$117.43","$243.20","$229.52","$182.40","$256.27","$0.00","$267.52","$117.43","$123.30","$252.32","$111.56","$232.26","$117.43","$119.78"
"Wayne Memorial Hospital","HC ESTABLISHED PATIENT LEVEL 4","99214","$469.00","$111.56","$432.89","$432.89","$117.43","$375.20","$354.10","$281.40","$395.37","$0.00","$412.72","$117.43","$123.30","$389.27","$111.56","$358.32","$117.43","$119.78"
"Wayne Memorial Hospital","HC ESTABLISHED PATIENT LEVEL 5","99215","$660.00","$111.56","$609.18","$609.18","$117.43","$528.00","$498.30","$396.00","$556.38","$0.00","$580.80","$117.43","$123.30","$547.80","$111.56","$504.24","$117.43","$119.78"
"Wayne Memorial Hospital","HC SCREEN/ASSESS CAP/CO","","$18.00","$13.59","$16.61","$16.61","$0.00","$14.40","$13.59","$10.80","$15.17","$0.00","$15.84","$0.00","$0.00","$14.94","$0.00","$13.75","$0.00","$0.00"
"Wayne Memorial Hospital","HC CASE MGMT. CAP/CO","","$18.00","$13.59","$16.61","$16.61","$0.00","$14.40","$13.59","$10.80","$15.17","$0.00","$15.84","$0.00","$0.00","$14.94","$0.00","$13.75","$0.00","$0.00"
"Wayne Memorial Hospital","HC SCREEN/ASSESS CAP/DA","","$18.00","$13.59","$16.61","$16.61","$0.00","$14.40","$13.59","$10.80","$15.17","$0.00","$15.84","$0.00","$0.00","$14.94","$0.00","$13.75","$0.00","$0.00"
"Wayne Memorial Hospital","HC CASE MGMT. CAP/DA","","$18.00","$13.59","$16.61","$16.61","$0.00","$14.40","$13.59","$10.80","$15.17","$0.00","$15.84","$0.00","$0.00","$14.94","$0.00","$13.75","$0.00","$0.00"
"Wayne Memorial Hospital","HC APLIGRAF PER SQ CM","Q4101","$147.00","$112.31","$135.68","$135.68","$0.00","$117.60","$122.38","$88.20","$123.92","$0.00","$129.36","$0.00","$0.00","$122.01","$0.00","$112.31","$0.00","$0.00"
"Wayne Memorial Hospital","HC DERMAGRAFT PER SQ CM","Q4106","$780.00","$595.92","$719.94","$719.94","$0.00","$624.00","$649.35","$468.00","$657.54","$0.00","$686.40","$0.00","$0.00","$647.40","$0.00","$595.92","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED THERASKIN - PER SQ CM","Q4121","$3,585.00","$2,738.94","$3,308.96","$3,308.96","$0.00","$2,868.00","$2,984.51","$2,151.00","$3,022.16","$0.00","$3,154.80","$0.00","$0.00","$2,975.55","$0.00","$2,738.94","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED DERMAGRAFT PER SQ CM","Q4106","$780.00","$595.92","$719.94","$719.94","$0.00","$624.00","$649.35","$468.00","$657.54","$0.00","$686.40","$0.00","$0.00","$647.40","$0.00","$595.92","$0.00","$0.00"
"Wayne Memorial Hospital","HC PURAPLY AM 4SQCM 2X2 PER SQ CM","Q4196","$644.00","$492.02","$594.41","$594.41","$0.00","$515.20","$536.13","$386.40","$542.89","$0.00","$566.72","$0.00","$0.00","$534.52","$0.00","$492.02","$0.00","$0.00"
"Wayne Memorial Hospital","HC PURAPLY AM 8SQCM 2X4 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC PURAPLY AM 25SQCM 5X5 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC PURAPLY AM 54SQCM 6X9 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED PURAPLY AM 4SQCM 2X2 PER SQ CM","Q4196","$644.00","$492.02","$594.41","$594.41","$0.00","$515.20","$536.13","$386.40","$542.89","$0.00","$566.72","$0.00","$0.00","$534.52","$0.00","$492.02","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED PURAPLY AM 8SQCM 2X4 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED PURAPLY AM 25SQCM 5X5 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC DISCARDED PURAPLY AM 54SQCM 6X9 PER SQ CM","Q4196","$487.00","$372.07","$449.50","$449.50","$0.00","$389.60","$405.43","$292.20","$410.54","$0.00","$428.56","$0.00","$0.00","$404.21","$0.00","$372.07","$0.00","$0.00"
"Wayne Memorial Hospital","HC PRIMATRIX 18MM DISC","Q4100","$1,958.00","$1,495.91","$1,807.23","$1,807.23","$0.00","$1,566.40","$1,630.04","$1,174.80","$1,650.59","$0.00","$1,723.04","$0.00","$0.00","$1,625.14","$0.00","$1,495.91","$0.00","$0.00"
